input sentence,translation
john's old house was sold yesterday.,JOHN OLD COLD YESTERDAY OLD+AGE-SIX+HALF CAUSE OLD JOHN-STEWART
what did john buy yesterday?  books.,YES BOOK-PAGE JOHN BOOT WHAT+ACTION KNOW-THAT BOOK
...and when that was done we got on the raft again,UNDERSTAND NONE SOMETHING/ONE AGAIN SITUATION WAS PERSON WHEN SOMETHING/ONE THAT RAFT WAS ONE-WEEK_2
this happens when people don't know about the differences in sensory orientation.,AGAIN FIND/FIND-OUT WHEN SENSORY UP-TO-NOW RAIN SNOW PEOPLE KNOW+NEG KNOW+NEG PEOPLE RAIN WHERE ABOUT
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,TO/UNTIL WEATHER AND FOR RAIN MORE FOR-FOR AGAIN ALSO FINISH ALL-NIGHT WHERE TO/UNTIL FINE ACCEPT THROUGH ACT TOMORROW FINISH TO/UNTIL TOTAL MORE CALIFORNIA HERE SIT TOMORROW ACCEPT FINISH HERE FOR WEATHER AGAIN WHERE ABOUT RAIN WHERE RAIN FINISH
my aunt is currently making a blueberry pie.,ASK ANGELA STRING ALARM ALSO ALRIGHT AAA AUNT
which house will the student's father buy?,THEN BROTHER BROTHER STILL WHICH APPLAUSE STUDENT MOTHER STILL
the hearing person didn't care and got into the car.,INTRODUCE AND AND HEAR PERSON COMPARE CARE INTERPRET HEAR BRING HEAVY CAR
now france's king is bald.,NOW+AFTERNOON FRANCE NOT-KNOW NOW ANY+THING CRISIS KNOW
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",ANGELA ASIA NOT ACCEPT GROUP AAA AAA ACT GROUP NOT FROM AREA AND CHILD SEE GROUP/TOGETHER AAA AAA NOT-YET
what does john eat? he eats caviar. yuck!,HEAR HEAD-TRIP WHAT HEART EAT+NOON WHAT THAT HEAD-TRIP EAT+MORNING HEARING
he would read the book if he had time.,HERE BOOK HELP HEADACHE READ REALLY+WORK SHOULD REASON LOOK
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",FIND/FIND-OUT SHOW HUSBAND SAY SAY FIND/FIND-OUT FIND/FIND-OUT DOCTOR THING SOMETHING/ONE STAY BAWL-OUT NONE/NOTHING HEARING WYOMING BOXING BRING HEARING STAND-UP PROBLEM STAR+BOMB ABOVE_3 SOMETHING/ONE SHOWER SAY HEARING FIND/FIND-OUT DOWN
"so, what does deaf speech mean?",MEAN MEAN MEAN WHATS-UP KNOW-THAT THAT MEAT
you didn't pass out?,OUTSIDE PASS-OUT_2 PASS-OUT_3 PASS-OUT_2 GOOD/THANK-YOU PASS-DOWN
"from then on, we were good and stayed out of trouble at csun.",HUSBAND GOOD/THANK-YOU THEN AND HUSBAND OUT FROM THEN FROM FROM CHAT FROM GOOD/THANK-YOU FROM
france's king is bald.,FRANCE KING OUTGOING MORNING MORNING BALD_2
did the student buy many books?,STUCK ENVIRONMENT EXPERIMENT LEARN+AGENT MANILA ANY
"thirdly, the hospital often will discuss about the communication options.",DISCUSS COMPARE DISCUSS COMPETITION ABOUT COME COME HOSPITAL COMPARE THING SKILL
what did john buy yesterday?  books.,fs- BOOT GIFT YESTERDAY YESTERDAY STUDENT WHATS-UP
"since mary's car broke, john has been taking her to work.",GROUP/TOGETHER GROUP/TOGETHER EXPERIENCE NONE/NOTHING TO/UNTIL WORK JOHN TEACHER CAR FIFTEEN JOHN EXPERIENCE WEATHER TO/UNTIL
my teacher is a good advisior.,MOTHER+FATHER ASIA ABOUT OTHER ANGELA AREA
"my mother taught my two brothers and me, so it was easier for us to move around.",EASIER FOR-FOR MOVIE MOVE EASIER OTHER TWO WAS EASIER MOVIE_2 HIT SO-SO MOTHER HIT MOTORCYCLE LOVE SO-SO TWO
"if he has time, he will bake cookies.",HEAR/LISTEN HEAVY HEADACHE SKILL HEADACHE TAKE KILL COORDINATOR HELP
"after i explained wyoming, the tons of cows and all that...",AFTER THAT INTERNET INFORM AFTER INSURANCE/INFECTION INFORM INTERCOURSE+fs-UP OFTEN ALL AFTER AND ICL EXPERIENCE
"when the teacher finishes reading the magazine, she will read a book.",TEACHER REALLY ANGELA MOTHER AAA AAA FINE MOTHER WHEN READ ANGELA AUSTRALIA ASIA
"if my computer breaks down, i tell carol.",IMPORTANT INTERCOURSE+fs-UP INSTITUTE ICL BREAK-DOWN BETTER IDENTIFY COMPUTER SELL
i can't believe the car broke!,CAR INSURANCE/INFECTION INSURANCE/INFECTION INTERRUPT CANNOT INTERCOURSE+fs-UP BROTHER CANCEL/CRITICIZE
good weather has not arrived in boston… hurry up!,EXPLAIN NOT GOOD NOT-YET WEATHER NOT-YET NOT AGAIN WEATHER BOSTON
"or they can hand off to the running back, ",THING SEARCH-FOR CANNOT TO/UNTIL RUN CLOSE-DOOR THING THING FOR-FOR
i enjoyed chatting with those two because we talked about asl.,HEARING CHARACTER TWO INTERPRET GO-OUT BECAUSE IDEA NONE/NOTHING INCLUDE/INVOLVE REFUSE INCLUDE/INVOLVE
wow! that watch costs three thousand dollars!,WATER+DCL WATER TREE KNOW-THAT WATCH-TV THREE IRELAND THROUGH
"vince lombardi, before his men walked onto the field, ",BORE WALK THEN SENTENCE SENTENCE BALANCE SUNBATHE NAKED MENTION BEFORE_2
why did the friends dye their hair together?,AIR TOGETHER FRIEND BY-A-HAIR SUNBATHE SUNBATHE THEREFORE THEN
do you like physics class?,PHYSICS DOG_2 CLASS GOOD/THANK-YOU MIKE
i love fireworks.,ICL INCLUDE/INVOLVE INVITE/HIRE
"if i don't study, i will fail.",INTERRUPT STILL SKILL IMPOSSIBLE INFORMATION INHALE IDENTIFY INTERCOURSE+fs-UP INCLUDE/INVOLVE ICL
the students obeyed and listened to the teacher.,AND STUDY STUDENT HUSBAND TOTAL TOGETHER SUNBATHE AND
"...this is really my favorite quote.  before that super bowl game,",COOPERATE/UNITE READY REASON MORE POLITE REASON PING-PONG/TENNIS THAN QUOTE/TOPIC SUPPOSE GAME READ WRITE BORE REALLY+WORK
those friends went out together.,PATIENT LOSE TEACH+AGENT LOSE PRESIDENT
mary isn't a vegetarian.,AND AGAIN AREA AREA AREA ARRIVE
will john give his father that car?,ARRIVE JOHN THAT THAT JOHN TEACHER FATHER
"he went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. he asked her, ""what's wrong?"" she said, ""oh, you made terrible noises.""  he was surprised about it.",NOISE LOOK HERE GO-OUT BOSTON OTHER DIFFERENT GROUP/TOGETHER PERSON GROUP/TOGETHER OTHER WEATHER OFTEN GROUP/TOGETHER BOSTON BOSTON GROUP/TOGETHER SOON HEAR ALSO NOISE HEAR GO-OUT HEARING WEATHER NOISE DIFFERENT FIND/FIND-OUT HERE ALSO HERE BROTHER HEARING HEARING TEACH+AGENT MOTORCYCLE ABOUT ONE HERE NOISE MOTORCYCLE SOON OUT BOSTON BOSTON DIFFERENT SOMETHING/ONE OTHER SOMETHING/ONE OTHER
no one wants to go.,NONE WANT+NEG ANY+ONE WANT NOT-CARE
i hope there's pineapple cream cheese.,INTRODUCE IDEA IDEA HOPE INFORM INTERPRET PINEAPPLE IMAGINE
when is the pizza party that friend is hosting?,CREATE/PRETEND PAY/SPEND THAT THAN PARTY FRIEND SPEND THEN FRIENDLY
john has visited mary.,JOHN ORIENTED IX VISIT
john will visit mary.,IX ILL VISIT VISIT_2
who's driving?,POSS WIFE NOT SCL
"when my friend calls me on the video phone, the lights flash on and off.",INSURANCE/INFECTION WHEN TIME SAME WHEN UNDERSTAND AND WHERE PERSON SITUATION FRIEND COMPETITION NAME SAME SAME SOON
they assigned me many tasks.,METAL HOME HOW-MANY BLAME MANY
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,INTERPRET IDEA INFORM THEN IDENTIFY ICL INCLUDE/INVOLVE AND INFORM IMAGINE TO/UNTIL IDENTIFY FORGET-IT HIT TO/UNTIL CIGARETTE IDEA TO/UNTIL CIGARETTE
"i looked at cows while i was driving and i felt sad for them because they couldn't even move. at end of the ""jail"", i saw a butcher shop where they were slaughtering the cows. i also saw some dead cows that were hanging!",ALSO THAT BECAUSE ALSO THAT ASIA THAT SAD THAT ASIA ALSO ALSO WERE SAD THAT ANGELA WERE GROUP/TOGETHER THAT WERE ANGELA ALSO FOR AND AUSTRALIA END FOR-FOR SOME SAD WERE DEAD FOR-FOR WERE WERE ASIA ALSO WERE WHERE EVEN FOR DEAD FOR THAT SAD ALSO AREA ANGELA AAA ASIA WHERE DEAD
"...and here in boston is that the fall, in september, seems about the same.",UNDERSTAND THAT AND CHAT HERE GO-OUT INSURANCE/INFECTION THAN ABOUT THAN ABOUT ABOUT WHERE BOSTON JOIN GO-OUT ABOUT RAIN BOSTON
who loves john?,ARRIVE JOHN-STEWART JOHN
"in event of snow, school is cancelled.",CAR+AGENT DIRECT/EXPLAIN DIFFERENT EVERY+fs-DAY INSURANCE/INFECTION TEACH+AGENT CAN AGENT
"that book you are reading now, i read a long time ago when i was young.",ANGELA THAT AND LOOK LOOK AAA GOOD/THANK-YOU READ ALSO ICL BOOK NONE/NOTHING ASIA AREA AAA READ AAA
last night i rented an awful movie.,EAT+NIGHT MAN IDEA NIGHT ICL INCLUDE/INVOLVE ANGRY
mother does not want to buy a house.,MOTHER AUSTRALIA MOTHER+FATHER OTHER AAA NOT WANT BUY
the student likes chocolate.,STUDY STUDY CHOCOLATE DIFFERENT
what did bob give his girlfriend?,GIVE BOB HISTORY GIRL CHAT GIVE
if a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. that kind of sound makes you wonder.,ASIA WERE ASIA BECAUSE BECAUSE WHO HAVE ANGELA HEARING HEARING HEARING BECAUSE BECAUSE WAS KNOW TWO SOUND PERSON WHAT WAS BECAUSE ANGELA KNOW SOUND KIND SOUND HEARING HAVE HAVE THAT AAA WHAT WALK WAS WERE WHAT PEOPLE BECAUSE BECAUSE SOUND AND
the teacher likes movies.,TEA MOVE MOVE-AWAY BROTHER
"now, i`m wondering from now on with the new job, does that mean i might be moving around again for the next seven years or less?",SEVEN ONE KNOW FOR-FOR RAIN NEXT FOR SNOW AGAIN FOR-FOR NOW MEAN AGAIN NEW SEVEN INDIVIDUAL MEAN HEARING MEAN NOW KNOW NEW AGAIN AROUND NEXT THAT NOW FOR NEW AROUND
my first year at csun.,HEAR HEAR THINK+APPEAR MEAT CAT
"the wolf said, ""i'm ready to eat you three.  i'll do it.""",DOG_2 THROUGH THROW TOOTH/GLASS TOILET DOG_2 MEAT THROW DOG THROW TO/UNTIL TOGETHER/GO-STEADY_2 EAT+NIGHT TO/UNTIL POINT-TO REASON TOTAL TOGETHER/GO-STEADY GOOD/THANK-YOU TOILET
"john doesn't usually take mary to work, they usually walk to work together.",WALK REALLY+WORK TAKE MARY TO/UNTIL TOMORROW TOOTH/GLASS TOILET TAKE-UP WORK MAKE+REALLY JOHN TODAY TALK WORD THEN
he removes the coffin lid and looks in.,UNDERSTAND UNDERSTAND REMIND AND HELP HELP HERE COFFIN
for example howard dean ran for president as a democrat candidate in the 2004 iowa caucus.,AAA ASIA ASIA EXAMPLE ANGELA MEAN DEAF ANGELA DEAF AAA AAA DEAN ASIA AREA DIFFERENT DIFFERENT DEAN AUSTRALIA PREVENT
now mary knows john.,JOHN NOW+AFTERNOON_2 MARY JOHN
how to control making noises in the different places is also challenging.,PLACE MAKE DIFFERENT NONE/NOTHING HOW INTERNET THING THING DIFFERENT ALSO TOMORROW PLAY
"last monday, i knew it would rain the next day.",NEXT LAST LAST HIT NEXT-WEEK NEXT-WEEK RAIN HIT NEW MONEY WAIT
i was looking back and saw two cops running.,IMPORTANT UNDERSTAND HUSBAND HUSBAND INTERCOURSE+fs-UP INTERCOURSE+fs-UP BACK AND COP
maybe i could just let them know and say that i was sorry for going to the bathroom in the public.,THEN DIRECT/EXPLAIN SORRY MAYBE WAS WAS SAY THAT FOR NOW KNOW ICL FOR-FOR FOR THAT IDEA NONE/NOTHING INCLUDE/INVOLVE WAS ICL KNOW+NEG
bob hasn't given the rose to his girlfriend.,fs- ELEVEN GIVE-UP+fs-UP TOTAL_2 GIVE SUPPOSE HISTORY GIVE-UP+fs-UP TOTAL SUNBATHE
my friend loves to go outside because he loves camping.,HEADACHE CHICAGO HEARING TOMORROW OUTSIDE BECAUSE HEAR HERE END HERE
"i have to admit that during spring time in boston, it rains a lot.",HEARING AUSTRALIA AND ASIA THAT ASIA SPRING HAVE INCLUDE/INVOLVE ALSO ICL TO/UNTIL THAT TIME ANGELA
i need to buy shorts.,TOILET SHOCK SUCCEED SHOWER INTERNET
my father moved here to chicago.,TOMORROW TEACHER MOTHER+FATHER TOMORROW TO/UNTIL GROUP/TOGETHER
the sister doesn't like chocolate cereal.,WATER WATER ANYWAY/NOT-MATTER VOMIT/HATE SISTER ANYWAY/NOT-MATTER LIKE BETTER
i missed my morning class because i didn`t wake up to my alarm.,NONE/NOTHING LOOK-UP TOMORROW HEARING MAKE TOTAL CLASS ICL CLASS_2+BOX/ROOM BECAUSE CLASS BECAUSE BECAUSE GROW-UP HOUSE
i was definitely deaf.,INTERRUPT DEAF DEAF SKI
he decided to waive the fine because he thought it was funny.,HIT IX WAS HIT HEAR WAS TOTAL FINE FUNNY WAIVE FIND/FIND-OUT WAS
do you want butter?,DOUBT DOOR NOT-WANT GOOD/THANK-YOU
"after the movie ends, the teacher will buy a book to give to the student to read.",STUDENT STUDENT MOVIE AFTER AUSTRALIA ASIA TEACHER DRIVE READ READ ABOUT TEACHER AAA STILL MOVIE STUDENT DRIVE AUSTRALIA
"if the friends don't go out together, they will stay home and watch tv.",WATCH START WATCH COME WATCH FIND/FIND-OUT GO-AWAY HOME GOBBLE-UP GONE WATER FRISBEE WATCH GOOD WATER+DCL OUT UNDERSTAND
whose car is that?,WHO CARD WHO LOSE
"did john read the book?  yes, he already did.",BREATHE BREAD YESTERDAY TOGETHER/GO-STEADY READY REASON ALRIGHT HERE HELP YES HEAR+NOISE
"if mom doesn't walk to the store, there won't be any milk.",BEAUTIFUL STORY TOMORROW ANY+ONE TOMORROW BELONG LEAVE-THERE TOMORROW TOILET WONDERFUL TO/UNTIL BETTER BETTER TO/UNTIL WHERE BECOME TALK
the student likes chocolate.,THEREFORE STUCK THEN PREVENT
when did you graduate high school? will you go to college?,WHEN THEN GRADUATE COMMUNICATE WHEN WHEN WHEN YOUNG GRADUATE THEN NEXT-TO GOOD
"...he told his men, ""hey, remember: winning isn't everything--",HEARING REMIND WEDDING COLD WIN EVERY-YEAR EVERY-MORNING MEETING OLD REMIND LIGHTNING WINDOW EVERY+fs-DAY EVERY+fs-DAY EVEN NOTHING THING HEARING WYOMING
"from now on, i won't sleep. that's it. ",INTERNET ICL INSURANCE/INFECTION SLEEP THAT INSURANCE/INFECTION INTERPRET WONDERFUL SLEEP WONDERFUL INCLUDE/INVOLVE INTERCOURSE+fs-UP ICL KNOW
did the teacher buy a house yesterday?,HOUSE ARRIVE ANGELA MOTHER HOUSE AREA AGAIN
he had made a videotape of himself riding on one wheel at 80 mph!! he is crazy!!,ANY+TIME VIDEOTAPE VACATION AAA ANGELA HEADACHE VIDEOTAPE ASIA AREA BOSTON ONE ONE HERE WHERE ARRIVE ONE ACCIDENT ONE ONE-MONTH WHEEL ANGELA
"for example, in some areas of the world, people have a strong tendency to talk fast.",SOME PEOPLE HAVE HAVE AAA ASIA AREA HAVE STRONG FOR-FOR STRONG AAA HAVE AUSTRALIA AGAIN FOR-FOR AAA AREA
"when my friends go out, i'll take the time to do homework.",KITCHEN MAKE TAKE-UP TO/UNTIL TOMORROW OUT OUT DOG_2 DOLLAR_2 TAKE MAKE WHEN TAKE-UP GOOD/THANK-YOU OUT
who lost the key?,BREATHE LOSE WHOLE MOST
who arrived?,ARRIVE YESTERDAY
the boy wants new shoes.,SHORT-HEIGHT BREATHE NEW SHOULD WANT
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",PERSON FOR AREA HIGH AAA WHERE HIGH AND HIGH ANGELA AND AAA VOICE PERSON ARRIVE AUSTRALIA AND COLLEGE HIGH HIGH ACT TO/UNTIL AREA TELL COLLEGE AUSTRALIA ASIA HIGH FOR
"really, i know, i am sure you guys who have lived in a dorm, you hate the ras.  but anyway...",RAIN CULTURE FUTURE ACCEPT CULTURE UMBRELLA ICL JOIN KNOW READY RAIN FUTURE AND CULTURE WIN REALLY ARRIVE ANY+ONE READ LIVE ALL-DAY GOOD/THANK-YOU ICL ICL CHOCOLATE CHOCOLATE
i tended to sneak in and cause problems for another residences.,INTERCOURSE+fs-UP FOR-FOR SNEAK INSURANCE/INFECTION AND TOMORROW GROUP/TOGETHER INFORM BROTHER SNEAK REFUSE
"the cop said, ""no, i saw it very clearly.""",FORGET-IT HIT CLEAR INTERPRET IMPORTANT LITTLE-BIT HIT VERY HIT INFORM INHALE INSURANCE/INFECTION SIT
"i was relieved, because it was important that nobody see me.  ",FORGET-IT WANT INTERCOURSE+fs-UP INTERCOURSE+fs-UP REFUSE REFUSE INDIVIDUAL ICL SIT WANT IDEA REFUSE
the students must learn to listen to the teacher because the teacher is in charge.,BECAUSE OTHER TEACHER MOTHER MUST TO/UNTIL AGAIN WEATHER TEACH+AGENT LEARN LEARN WIN TEACHER LISTEN OFTEN
has the teacher cleaned the classroom yet?,CLEAR CLEAR BREATHE CLEAN BROTHER CLASS_2 CLASS_2+BOX/ROOM
"when it's loud, it can be seen as a lack of politeness, as barbaric.",AUSTRALIA OFTEN ASIA ANGELA ASIA MAYBE WHEN AAA WHEN WHEN SIT SEE AUSTRALIA WHEN ASIA ACT AAA BEAUTIFUL
where is your friend driving to?,FRIEND WHERE WHEN FRISBEE WHERE BOXING
the students gave a book to the teacher.,ANY+TIME AREA ALSO AGAIN AREA ABOUT BOOK TOMORROW
then what happened was a wolf arrived in the area,AUSTRALIA WOLF AREA ANGRY THEN THAT AUSTRALIA THAT THEN
i've been here all day; i want to leave.,TO/UNTIL INTERPRET WHERE INTERCOURSE+fs-UP ALL INFORM ALL FOOTBALL HERE SMALL INCLUDE/INVOLVE HERE
was i shitfaced drunk last night?,LAST-WEEK INCLUDE/INVOLVE INFORM DRUNK INFORM DRUG
while the paper manila envelope...,THEN WHICH WHIRL-TIME-PAST BREATHE MANAGE/CONTROL+AGENT SUNBATHE WHIRL-TIME-PAST
"if all the students arrive on time, there won't be a test.",ASIA THEN AMONG_2 VACATION ONE AAA WHERE AREA LIVE HERE ANGELA ARRIVE ABOUT ACT AUSTRALIA
all the boys each give the teacher an apple.,DRIVE WEATHER ARRIVE EACH+ONE EACH MOTHER+FATHER FOOTBALL WEATHER BROTHER
"first it tends to be nasal.  this is referred to as ""nasal resonance disorder.""",REFLECT PING-PONG/TENNIS FRUIT FIRST-IN-LIST WAIT FORGET-IT SIT TO/UNTIL TO/UNTIL TEND MAKE-IT TEND MAYBE WAIT EXPERIENCE TOMORROW TO/UNTIL
last night i did a lot of homework.,NIGHT ICL NIGHT HOME AREA HOMEWORK INTERCOURSE+fs-UP AREA
do you think obama will be elected again for his second term as president?,AGAIN BELONG DO-DO SECOND DIRECT/EXPLAIN SECOND AGAIN FORGET-IT BEFORE_2 SECOND SECOND-IN-LIST GOOD/THANK-YOU DO-DO DO-DO
she pulled a bunch of pots from the cabinet and went back upstairs to my room.,POTS BACK BACK TO/UNTIL AGAIN OFTEN AAA AND A-LOT POTS ANGELA ARRIVE AREA IDEA ACT TOMORROW
"when we arrive in india, i have to send my family a postcard thanking them for support.",AUNT ARRIVE HAVE HAVE FAMILY FOR-FOR THING HEARING AUSTRALIA ABOUT SEND AAA AND ASIA ICL AAA ACT AAA
"mary's not here, she just left.",CANNOT CANNOT NOT-KNOW HERE MARY MUST HERE MARY WHY+NOT
"the baby is just deaf. it's not their fault, they're doing perfectly fine.",FINISH PERFECT THEN NOT NOT FINE NOT-YET LIGHTNING THING NOT DOING NONE/NOTHING MUST BABY FIND/FIND-OUT BABY FIND/FIND-OUT BRING FINISH
what did bob give to his girlfriend?,NEXT-TO TOTAL LIVE TOGETHER/GO-STEADY BOB KNOW-THAT IX
bob hasn't gone to the post office.,TO/UNTIL SOMETHING/ONE CALL-BY-PHONE NONE TOMORROW GONE TOGETHER/GO-STEADY_2 NONE/NOTHING+ONE PHONE
or ask the collided group about the car and if the glass was broken?,CAR COORDINATOR ABOUT GROUP COLD FIND/FIND-OUT ABOUT AND ASK SUPERIOR SUNBATHE CLASS GRASS GROUP
"i was driving and i got a flat tire, so i called aaa and they came very quickly.",AUSTRALIA WAS AUSTRALIA ANGELA SO-SO AUSTRALIA SOCIAL/INTERACT ANGELA FLAT ANGELA SAME FLAT WAS SO-SO NONE/NOTHING THING ANGELA FLAT FLAT
the flat road was boring but at least it was safe!,ATTENTION-WAVE WAIT FORGET-IT THAT BORE WAS WAS FLAT BUT FAST WAS
"if i decide not to swim in the water, i will walk on the shore.",TALK NOT-MIND STILL STILL PERSON WALK SHOULD JOIN TO/UNTIL WALK SHOULD ACTION SITUATION SOON ICL STILL
i had a big bruise near my eye.  why...,IDEA ANGRY ACCEPT WHY WHY INTERPRET ALL-DAY ABOUT IDENTIFY AND ACT AND
where do you work?,LEAVE-THERE GOOD/THANK-YOU DO-DO WHEN
"have hearing friends come over, to socialize.",FRIEND SOME LIGHTNING HAVE HOME SOCIAL/INTERACT TOMORROW HAVE
"no, i just finished homework.",HOMEWORK FINISH INTERCOURSE+fs-UP INTERNET INTERPRET FINISH
i hate asking for directions and then having to read lips and gestures to figure out the directions.,FOR-FOR WHEN FIND/FIND-OUT FOR-FOR AND AND HUSBAND LIGHTNING THEN THEN GO-OUT FUTURE FOR-FOR OUT GO-OUT INSURANCE/INFECTION CULTURE READ
obama is from philadelphia.,FROM DCL THIS FROM-NOW-ON
the teacher likes chocolate.,LIKE TOGETHER SUNBATHE CHOICE
"when the sun rises, he asks himself, what was that, with the shaking? ",HELP KNOW-THAT THANK-YOU HEAR SUNSET THAN ASK_2 HEARING KNOW-THAT WHAT+ACTION HERE WHEW/RELIEVED SUNSHINE THANK-YOU HEART HELP
i braced myself as we went down--i was expecting to fall out.,DIFFERENT WAS SMALL WEATHER INFORM SMALL TEACH+AGENT INCLUDE/INVOLVE WAS HEARING IDEA TEACH+AGENT WAS FALL INTERCOURSE+fs-UP
the park is crowded because the kids love playing there.,PLACE BECAUSE KID PLAY REFUSE PARK CROWDED FISHING THING NONE/NOTHING
"while i was a graduate student, in a linguistics class, a professor gave a lecture about syntax.",ANGELA GRADUATE RAIN AREA ANGELA AREA ANGELA ASIA WAS AAA LECTURE AND GRADUATE ASIA ABOUT AND ANGELA GRADUATE ASIA
i always get sick in winter because i wear flip-flops.,REPORTER WEAR WATER DIRECT/EXPLAIN ALWAYS INSTITUTE INCLUDE/INVOLVE OVER/AFTER WEATHER JOIN ICL RAIN
the deaf man turned to the cop and gestured that he couldn't hear.,MAN HEAR DEAF COP MAN HEARING MANY HEARING AND TO/UNTIL UNDERSTAND COUGH COP HEARING MANY
"i have to admit that sf copies boston a little, but anyway...",ARRIVE AREA ADMIT ALSO ICL AGAIN HAVE BOSTON THAT BUT TOMORROW ABOUT ABOUT AAA ASIA
who is asking for directions?,FISHING KING CRISIS STRING DIRECT/EXPLAIN
my friends realized they didn`t want a pizza party because it has been the norm.,IDEA IDEA REALLY AREA BECAUSE AUSTRALIA ASIA HOUSE BECOME REALLY SIT ALL-NIGHT AND ANGELA BECAUSE ALL-NIGHT PARTY
"when you finish homework, you can go play outside.",GO-AWAY WHEN HOME GO-OUT OUT CANNOT PLAY PLAY FINE PLAYER
"if it snows, school is cancelled.",SCHOOL FALL-INTO-IT CANDY VISIT SNOW MAKE-IT CANDY
when the three pigs grew up...,BREATHE WHEW/RELIEVED FREE THREE THREE THEN WHERE DEGREE
who likes chocolate?,CHOCOLATE NOT CAR
"or, if they really need to arrest someone, cuff him with his hands in front of his body...",WITH SOMETIMES REALLY+WORK WIN TEST FROM INTERCOURSE+fs-UP TOTAL AGAIN AGAIN WITH WITH ARREST TEST REALLY+WORK SOME ARREST WITH ARREST RAIN INTERCOURSE+fs-UP REALLY
"the next pig, well, he wasn't lazy...",HEARING HEAR PIG HEAR HEARING NEXT-TO HEARING+PERSON HEAR+NOISE NEXT-WEEK THEN HERE THEN HEAD-TRIP
"i was drinking underage, too.",INTRODUCE LIGHTNING LIGHTNING INSURANCE/INFECTION WAS INTERCOURSE+fs-UP
why isn't there any chocolate cereal?,THEN WHERE CHOCOLATE CHOCOLATE WHY+NOT WHY+NOT ACCOMMODATE ACCOMMODATE
"if father arrives home late, he can`t help us with our homework.",WITH OTHER HOMEWORK HERE HOME CANCEL/CRITICIZE MOTHER+FATHER ARRIVE HELP HELP LATE FATHER CAN SOME MOTHER
be friends with their child's friend's parents. it's important to be connected and they must collaborate with others.,BELONG AND TOMORROW CHOCOLATE TOMORROW FRIDAY TO/UNTIL WITH TOMORROW FRIENDLY COLLEGE BECAUSE UNDERSTAND IMPORTANT TOMORROW TOILET CHOCOLATE IMPORTANT FRIEND MAYBE PARTY TO/UNTIL BECOME BEFORE NOT-WANT
the sushi i ate tasted weird. i hope it`s not spoiled.,THEN IDENTIFY ICL NOT-WANT NOT-YET INTERNET NOT NOT-LIKE NOT INTERPRET NOT-CARE SUSHI LATE IDEA
john read a/the book.,SUNBATHE BOOK BOOT READ_2 BOOK_2 REALIZE
"if it's cold, my mom won't go out.",COLLAR GO-AWAY GOOD WONDERFUL WONDERFUL WONDERFUL COLLEAGUE WONDER GOD GOOD+ENOUGH COLOR GOOD GOOD
is that john's father's car?,DIAGNOSIS CARE_2 FATHER CARE DIAGNOSIS CARD WHAT CARE_2 CARRY
"dad likes chocolate cereal, like me.",HITCH-HIKE MOTIVATE CHOP LATE ROOMMATE MANIPULATE MOTIVATE
"...you know, they have different buildings for different wards.  i went in and waited some more.",STUDENT FORMERLY DIRECT/EXPLAIN WAIT INTERCOURSE+fs-UP INFORM SOMETHING/ONE UNDERSTAND SOMETIMES INSURANCE/INFECTION WIN RAIN BECOME EVERY-MONTH/RENT HOME WAIT WARM MORE WARM IMPOSSIBLE COME
there are real implications behind the value of speech culture and what it means when it's given a voice.,REALLY ANGELA VALUE AREA WHEN ARRIVE THAT ANGELA AUSTRALIA VALUE SPEECH AREA MEAN WHEN ANGELA SPEECH AND ANGELA CULTURE REALLY ASIA
mary is funny. she really wants an ugly dog.,REALLY MEAN MARY READ REALLY+WORK REALLY ANY ANY FUN MARY
there's something strange about myself.,GO-OUT THEN SOMETIMES WEDDING LIGHTNING SOME+THING SOMETHING/ONE
some strange thing/person arrived.,PERSON VOICE-RANGE SOME REASON THIRTY_2 THIRTY_2
"if john eats spinach, he will get sick.",HEAR EAT+NIGHT HEAD-TRIP GET-TICKET HEARING GET SICK HEAVY SICK-OF
"a man walking saw money on the ground, and seeing no one was around, he pocketed it.",MONEY AUSTRALIA NOT AUSTRALIA HEADACHE THING AAA BOSTON NOW ASIA AND HEADACHE HEAR AND AUSTRALIA HERE NOT-YET AND MAN
often they don't realize how much noise they are making. so they're not as quiet as they think.,NOISE NOT NOT VISUALIZE THEN THEN REALLY REALIZE MUCH SOME VISUALIZE OFTEN OFTEN SOMETHING/ONE THING REALIZE REALIZE THINK QUIET READY MUCH NOISE REALLY
