input sentence,translation
what did bob give his girlfriend?,GIVE BOB GIVE GIVE GIVE WHAT
if a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. that kind of sound makes you wonder.,THAT WHAT WHAT WHAT HEARING WERE WHAT WHAT THAT THAT THAT HEARING HEARING THAT THAT WHAT HEARING WHAT AND WHAT WHAT WERE WERE THAT THAT WERE WHAT WERE THAT HEARING AND WERE WHAT HEARING HEARING THAT WHAT WHAT HEARING HEARING HEARING
the teacher likes movies.,TEACHER TEACH+AGENT TEACH+AGENT TEACH+AGENT
"now, i`m wondering from now on with the new job, does that mean i might be moving around again for the next seven years or less?",MEAN FOR-FOR FOR NOW FOR-FOR FOR-FOR THAT FOR-FOR FOR-FOR NOW FOR FOR-FOR FOR WITH FOR NOW FOR FOR-FOR FOR-FOR NOW FOR-FOR NOW FOR-FOR FOR FOR FOR-FOR FOR-FOR NOW NOW FROM
my first year at csun.,FIRST-IN-LIST FIRST CLEAR YEAR FIRST
"the wolf said, ""i'm ready to eat you three.  i'll do it.""",REALLY GOOD/THANK-YOU TOMORROW TO/UNTIL REALLY+WORK REALLY+WORK REALLY TO/UNTIL READ THREE GOOD/THANK-YOU REALLY TOTAL TOMORROW GOOD/THANK-YOU TOMORROW TO/UNTIL TOMORROW TO/UNTIL TO/UNTIL
"john doesn't usually take mary to work, they usually walk to work together.",TAKE WALK WORK WORK MARY WALK WORK WORK TAKE TAKE WALK JOHN WALK JOHN MARY WORK
he removes the coffin lid and looks in.,THEN HEADACHE COFFIN COFFIN AND LOOK COFFIN AND
for example howard dean ran for president as a democrat candidate in the 2004 iowa caucus.,AREA ASIA ASIA PRESIDENT AREA IOWA FOR FOR AREA IOWA ASIA IOWA AREA FOR-FOR AREA FOR ASIA FOR EXAMPLE
now mary knows john.,NOW MARY MARY NOW
how to control making noises in the different places is also challenging.,DIFFERENT THING ALSO DIFFERENT ALSO DIFFERENT DIFFERENT HOW ALSO DIFFERENT TO/UNTIL ALSO
"last monday, i knew it would rain the next day.",NEXT LAST NEXT NEXT LAST LAST NEXT RAIN RAIN FORGET-IT RAIN
i was looking back and saw two cops running.,LOOK AND WAS AND TWO TWO BACK BACK AND
maybe i could just let them know and say that i was sorry for going to the bathroom in the public.,SAY KNOW MAYBE KNOW AND AND KNOW MAYBE KNOW KNOW FOR MAYBE FOR THAT SORRY THAT FOR AND SAY MAYBE THAT
bob hasn't given the rose to his girlfriend.,BOB BOB BOB TOMORROW TOMORROW TO/UNTIL TO/UNTIL NEXT-TO SUPPOSE NEXT-TO
my friend loves to go outside because he loves camping.,BECAUSE BECAUSE BECAUSE HEADACHE GO-OUT HEADACHE FRIEND GO-OUT BECAUSE FRIEND
"i have to admit that during spring time in boston, it rains a lot.",TIME ADMIT THAT ADMIT SPRING SPRING SPRING ADMIT SPRING TIME AREA SPRING HAVE TIME ADMIT
i need to buy shorts.,NEED NEED BUY NEED BUY
my father moved here to chicago.,HERE GROUP/TOGETHER FATHER FATHER WHERE HERE
the sister doesn't like chocolate cereal.,LIKE ENTER CHOCOLATE LIKE LIKE LIKE CHOCOLATE SISTER
i missed my morning class because i didn`t wake up to my alarm.,MORNING CLASS_2 MORNING ICL CLASS ICL ICL BECAUSE ICL MAKE ICL MORNING TO/UNTIL MAKE MORNING
i was definitely deaf.,IDEA ICL ICL WAS
he decided to waive the fine because he thought it was funny.,WAIVE BECAUSE FINE WAIVE BECAUSE WAIVE WAS HEADACHE HEADACHE FINE FINE WAS
do you want butter?,DO-DO DO-DO WANT DO-DO
"after the movie ends, the teacher will buy a book to give to the student to read.",BOOK GIVE BUY AFTER MOVIE BOOK STUDENT GIVE TEACHER AFTER TEACHER AFTER AREA AFTER AFTER AFTER MOVIE TEACHER
"if the friends don't go out together, they will stay home and watch tv.",AND HOME STAY OUT HOME WATCH STAY HOME OUT HOME AND STAY STAY WATCH STAY AND STAY
whose car is that?,SUPPOSE WHO CAR WHO
"did john read the book?  yes, he already did.",HERE REALLY BOOK YESTERDAY YES HEAR REALLY YESTERDAY BOOK
"if mom doesn't walk to the store, there won't be any milk.",ANY ANY WHERE ANY ANY WALK ANY WALK WALK WHERE WALK WALK IX MANY TALK WALK TO/UNTIL
the student likes chocolate.,STUDENT STUDY STUDY CHOCOLATE
when did you graduate high school? will you go to college?,WHEN HIGH GRADUATE GRADUATE WHERE WHEN GRADUATE WHEN GRADUATE GRADUATE GRADUATE WHERE
"...he told his men, ""hey, remember: winning isn't everything--",WINNING THING WINNING WINNING WINNING WINNING WINNING THING NONE/NOTHING WIN BOXING HEARING HEARING NONE/NOTHING WIN THING WINNING WINNING WINNING
"from now on, i won't sleep. that's it. ",SNOW SNOW ICL KNOW SNOW UP-TO-NOW UP-TO-NOW THAT UP-TO-NOW
did the teacher buy a house yesterday?,ASIA AREA AUSTRALIA TEACHER BUY AUSTRALIA ANGELA
he had made a videotape of himself riding on one wheel at 80 mph!! he is crazy!!,AREA AREA VIDEOTAPE ONE VIDEOTAPE AUSTRALIA AREA AUSTRALIA AREA HEADACHE HEADACHE HEADACHE HEADACHE AREA HEADACHE ONE AREA ONE AREA ONE ONE
"for example, in some areas of the world, people have a strong tendency to talk fast.",FOR SOME AREA PEOPLE HAVE SOME AREA HAVE SOME AREA PEOPLE FOR FOR FOR AREA TALK AREA TALK
"when my friends go out, i'll take the time to do homework.",TIME DO-DO DO-DO WHERE TAKE DO-DO WHEN TIME TIME TAKE WHEN GO-OUT WHERE GO-OUT TAKE
who lost the key?,WHO LOSE MOST THEN
who arrived?,WHO ARRIVE
the boy wants new shoes.,THEN NEW SHOW WANT BOY
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",COLLEGE NOT NOT CAN VOICE CAN AND AND COLLEGE COLLEGE CAN AND TELL AND TELL COLLEGE COLLEGE COLLEGE COLLEGE CAN COLLEGE NOT AND VOICE VOICE NOT TELL TELL TELL
"really, i know, i am sure you guys who have lived in a dorm, you hate the ras.  but anyway...",IDEA REALLY ARRIVE FUTURE KNOW ICL AND AND GOOD/THANK-YOU GOOD/THANK-YOU ICL AND REALLY LIVE REALLY GOOD/THANK-YOU REALLY REALLY ANY+ONE REALLY IMPORTANT AND GOOD/THANK-YOU ALSO ICL AND
i tended to sneak in and cause problems for another residences.,CAUSE CAUSE SNEAK FOR SNEAK SNEAK SNEAK AND SNEAK FOR AND
"the cop said, ""no, i saw it very clearly.""",THEN HIT ICL VERY ICL SIT ICL ICL ICL COP HIT COP VERY
"i was relieved, because it was important that nobody see me.  ",IDEA OH-I-SEE HIT HOUSE HOUSE INTERPRET OH-I-SEE IMPORTANT REFUSE ALI IDENTIFY ICL
the students must learn to listen to the teacher because the teacher is in charge.,LEARN TEACHER MUST LEARN MUST MUST MUST BECAUSE LEARN LISTEN MUST MUST LISTEN TEACHER LISTEN
has the teacher cleaned the classroom yet?,TEACHER TEACHER TEACHER OTHER CLASS_2+BOX/ROOM MOTHER+FATHER CLASS_2+BOX/ROOM
"when it's loud, it can be seen as a lack of politeness, as barbaric.",CAN AREA AUSTRALIA AREA ASIA CAN WHEN AREA AREA ASIA AREA CAN AREA CAN AUSTRALIA WHEN CAN WHEN
where is your friend driving to?,DRIVE WHERE HERE HERE FRIEND WHERE
the students gave a book to the teacher.,ANGELA AUSTRALIA BOOK BOOK ASIA ASIA ASIA BOOK
then what happened was a wolf arrived in the area,THEN WHAT AREA WHAT AREA THEN WAS WHAT AREA
i've been here all day; i want to leave.,ALL WHERE HERE ICL ICL ICL HERE WHERE ALL WANT WHERE HERE
was i shitfaced drunk last night?,LAST WAS LAST IDEA ICL PAST
while the paper manila envelope...,PAPER MANILA THEN PAPER MANY WHICH MANILA
"if all the students arrive on time, there won't be a test.",ARRIVE AREA ARRIVE ALL ANGELA ARRIVE ANGELA AUSTRALIA ALL ASIA ARRIVE AREA ARRIVE ARRIVE AREA
all the boys each give the teacher an apple.,EACH GIVE TEACHER GIVE MAN EACH EACH ALL GIVE
"first it tends to be nasal.  this is referred to as ""nasal resonance disorder.""",FRANCE BECAUSE TEND TO/UNTIL THING BELONG EXPERIENCE TOMORROW TEND BECAUSE TO/UNTIL THINK DISCUSS BETTER THINK FORGET-IT TOMORROW
last night i did a lot of homework.,AUSTRALIA ANGELA AREA ASIA ASIA NIGHT ASIA ANGELA
do you think obama will be elected again for his second term as president?,AGAIN FOR AGAIN FOR-FOR DO-DO FOR FOR-FOR AGAIN FOR-FOR DO-DO THINK FOR-FOR THINK THINK
she pulled a bunch of pots from the cabinet and went back upstairs to my room.,AREA AND AND AREA AND AREA FROM AND ASIA AND AND BACK ASIA FROM BACK ASIA
"when we arrive in india, i have to send my family a postcard thanking them for support.",FOR ARRIVE WHEN FOR HAVE ARRIVE WHEN FAMILY HAVE FAMILY ARRIVE FOR-FOR HAVE AREA HAVE AREA ARRIVE ARRIVE
"mary's not here, she just left.",HERE NOT-YET NOT NOT NOT HERE NOT-YET NOT NOT
"the baby is just deaf. it's not their fault, they're doing perfectly fine.",NOT DEAF NOT DOING DOING NOT DEAF DOING BABY DOING THING DOING THING NOT NOT BABY DEAF NOT NOT
what did bob give to his girlfriend?,WHAT GIVE BOB BOB THAT GIVE GIVE
bob hasn't gone to the post office.,ONE TO/UNTIL BOB POSS BOB IX POSS BOB POSS
or ask the collided group about the car and if the glass was broken?,ABOUT ASK AND ASK CAR AND AND CAR AND CAR ABOUT GROUP CAR AND
"i was driving and i got a flat tire, so i called aaa and they came very quickly.",SO-SO AUSTRALIA AREA SO-SO AND AND AND VERY AND FLAT AREA AREA AND VERY VERY AREA VERY VERY AREA
the flat road was boring but at least it was safe!,ROAD FLAT THAT WAS WAS FLAT ROAD FLAT FLAT BUT THAT
"if i decide not to swim in the water, i will walk on the shore.",DECIDE WALK ICL DECIDE NOT DECIDE WALK ICL SWIM NOT SWIM WALK NOT NOT REASON ICL
i had a big bruise near my eye.  why...,AND INTERPRET NOISE ABOUT NOISE ICL ICL ICL HEAR NOISE WHY HEAR
where do you work?,WHEN WORK WORK WHERE
"have hearing friends come over, to socialize.",ATTENTION-WAVE HEARING COME COME COME HEARING HEARING COME
"no, i just finished homework.",FINE FINE ICL INTERCOURSE+fs-UP FINISH ICL
i hate asking for directions and then having to read lips and gestures to figure out the directions.,THEN FOR-FOR AND THEN THEN FOR AND READ FOR FOR READ THEN AND OUT FOR THEN AND THEN
obama is from philadelphia.,OBAMA THIS OBAMA THIS
the teacher likes chocolate.,MOTHER+FATHER TEACHER LIKE MOTHER
"when the sun rises, he asks himself, what was that, with the shaking? ",THAT WHERE THAT HEAR HEAR THAT HERE HEARING THAT HEAR CHAT HEAR THAT THAT HEAR HEARING
i braced myself as we went down--i was expecting to fall out.,FALL FALL SELF SELF FALL FALL FALL ICL FALL ICL FALL ICL TO/UNTIL WAS FALL
the park is crowded because the kids love playing there.,PARK LOVE PARK PLAY PLACE PARK PARTY BECAUSE PLAY PARK
"while i was a graduate student, in a linguistics class, a professor gave a lecture about syntax.",AREA AREA LINGUISTICS ABOUT GRADUATE ABOUT LINGUISTICS AREA ABOUT LECTURE ASIA AREA AUSTRALIA LECTURE AREA LINGUISTICS AREA GRADUATE AREA
i always get sick in winter because i wear flip-flops.,GET GET SICK WEAR ALWAYS BECAUSE BECAUSE GET GET ALWAYS SICK BECAUSE
the deaf man turned to the cop and gestured that he couldn't hear.,DEAF DEAF COP THAT HEADACHE AND HEADACHE AND THAT HEADACHE THAT THAT MAN HEADACHE HEADACHE
"i have to admit that sf copies boston a little, but anyway...",THAT HAVE ADMIT BUT THAT BUT ADMIT BOSTON BOSTON BUT THAT BOSTON BUT THAT THAT
who is asking for directions?,HEARING WHO WHO FOR-FOR FOR
my friends realized they didn`t want a pizza party because it has been the norm.,ASIA AREA AREA WANT BECAUSE AREA AUSTRALIA ASIA ASIA BECAUSE AREA AREA BECAUSE WANT WANT PARTY ASIA
"when you finish homework, you can go play outside.",CAN CAN CAN WHEN WHEN CAN CAN WHEN WHEN CAN
"if it snows, school is cancelled.",WAIT SCHOOL CAN SNOW CANCEL/CRITICIZE SCHOOL CAN
when the three pigs grew up...,WHERE WHERE WHEN THEN THREE WHERE WHEN WHEN
who likes chocolate?,WHO CHOOSE CHOICE
"or, if they really need to arrest someone, cuff him with his hands in front of his body...",REALLY REALLY NEED FRONT NEED REALLY ARREST FRONT ARREST WITH REALLY FRONT NEED FRONT REALLY ARREST ARREST ARREST NEED WITH WITH REALLY
"the next pig, well, he wasn't lazy...",HEARING HEARING NEXT NEXT HEADACHE HEARING HERE HEARING HEAR NEXT HEADACHE HEADACHE HEADACHE
"i was drinking underage, too.",WAS HEARING ICL NONE/NOTHING ICL ICL
why isn't there any chocolate cereal?,WHY ANY MANY WHY CHOCOLATE CHOCOLATE HERE HERE
"if father arrives home late, he can`t help us with our homework.",FATHER HOME HEADACHE WITH HEADACHE HELP HELP HELP HOME FATHER WITH HOME HEADACHE HEADACHE HELP
be friends with their child's friend's parents. it's important to be connected and they must collaborate with others.,WITH MUST FRIEND TOMORROW WITH FRIEND WITH WITH AND WITH FRIEND IMPORTANT IMPORTANT AND AND AND WITH WITH MUST MUST WITH WITH WITH MUST MUST
the sushi i ate tasted weird. i hope it`s not spoiled.,SUSHI NOT-YET ICL HOPE SUSHI SUSHI NOT-YET NOT-YET NOT-YET NOT SUSHI NOT-YET SUSHI SUSHI
john read a/the book.,READ BOOK REALLY+WORK READ READ BOOK
"if it's cold, my mom won't go out.",GO-OUT GO-OUT OUT GO-OUT GO-OUT COLLEGE GOOD/THANK-YOU GO-OUT GOOD/THANK-YOU WONDERFUL WONDERFUL GOOD/THANK-YOU GOOD/THANK-YOU
is that john's father's car?,JOHN JOHN JOHN THAT JOHN CAR CAR CHAT CARE
"dad likes chocolate cereal, like me.",LATE LATE CHOCOLATE CHOCOLATE CHOCOLATE CELEBRATE LIKE
"...you know, they have different buildings for different wards.  i went in and waited some more.",KNOW MORE DIFFERENT DIFFERENT ICL DIFFERENT GOOD/THANK-YOU ICL ICL DIFFERENT DIFFERENT ICL SOMETHING/ONE DIFFERENT DIFFERENT DIFFERENT ICL KNOW+NEG ICL
there are real implications behind the value of speech culture and what it means when it's given a voice.,AREA WHEN AND AND WHAT SPEECH AND AND WHAT CULTURE AREA AND AND AND CULTURE CULTURE WHEN CULTURE AND SPEECH AREA
mary is funny. she really wants an ugly dog.,UGLY MARY REALLY MARY UGLY REALLY CAN UGLY MARY UGLY
there's something strange about myself.,GO-OUT FISHING ABOUT ABOUT STRANGE ABOUT STRANGE
some strange thing/person arrived.,STRANGE SOMETHING/ONE STRANGE STRANGE SOME ARRIVE
"if john eats spinach, he will get sick.",HERE HERE JOHN GET GET HEADACHE HEADACHE STILL JOHN
"a man walking saw money on the ground, and seeing no one was around, he pocketed it.",MAN AND MAN MONEY MAN AND MAN AND ONE MAN MAN MONEY MONEY AREA MAN AND ONE ONE AND
often they don't realize how much noise they are making. so they're not as quiet as they think.,NOISE OFTEN HOW NOT NOISE OFTEN NOT QUIET NOT HOW HOW NOISE QUIET NOT NOT NOISE HOW HOW NOT SO-SO HOW OFTEN OFTEN
"i was on i-80 all the way across the country and then i eventually got on i-90.  i expected that it would take me maybe three or four days to drive across the country. unfortunately, i was wrong!",ONE REALLY PERSON ICL FOR SAME SAME FOR BOSTON BOSTON ICL ICL ICL ICL FOR ONE SAME SAME FOR FOR SAME ICL ICL TO/UNTIL ICL REALLY SAME ICL ICL SAME IDEA MAKE POSS NAME ONE POSS NAME REALLY PERSON FOR TIME FOR REALLY LIVE FOR FOR POSS
i noticed some animal crossing the road.,ICL HEARING ICL ICL SOME SOME SOME
mary arrived late.,VARY MARY LIBRARY
it must be ripped fast to reduce the noise.,FAST NOISE FAST NOISE TO/UNTIL POINT-TO RECENT-PAST MUST FAST
the game finishes before 6? what time?,BEFORE GAME BEFORE WHAT FINISH FINE BEFORE WHAT
"i thought ""why don't i just drive on"". ",LIVE NIGHT MUST MUST WHY MUST ICL WHY LIVE LIVE LIVE ICL
