translation,gloss
It is a very important thing to do.,IMPORTANT THING 5xx
Two cops walked toward me.  When they were really close to me...,PCL:Vxx WHEN REALLY NEAR fs-TO IX-1p
"...I was planning to tell them I'm Deaf.  As I raised my arm to sign ""Deaf,""...",PLAN TELL IX-1p BCLxx
They grabbed my arm and bent it behind my back.,BCLxx BCLxx
They hit me twice with the nightstick and punched me in the eye.  ,BCLxx IX-1p TWICE WITH NIGHT fs-STICK BCLxx
I was in shock.,IX-1p 5xx MIND IN SHOCK IX-1p 5xx
Why did they hit me? I didnt feel anything!,5xx (25)WHY HIT IX-1p NOT FEEL ANY+THING
I felt numb.,IX-1p 5xx FEEL fs-NUMB
"Because I was so shocked that I, I don't know.",BECAUSE IX-1p #SO SHOCK THAT IX-1p 5xx
What did the cop hit me for?,(25)WHY COP HIT IX-1p FOR
Then they grabbed my hands and handcuffed me.  I was under arrest.  ,THEN BCLxx BCLxx ARREST IX-1p BCLxx 5xx
"I tried to tell the cop that I'm Deaf.  I spoke, ""Deaf, Deaf!""",IX-1p TRY TELL COP IX-1p DEAF IX-1p BCLxx
They ignored me.,IX-3p IGNORE IX-1p 5xx
They grabbed me and led me off.  I didn't know what to do. ,BCLxx REALLY IX-1p 5xx
I had no clue of what was going on.,IX-1p #DO IX-1p REALLY (O)NONE fs-CLUE WHAT part
Why would the  cop arrest me?,REALLY COP (25)WHY ARREST IX-1p part
I really thought it was maybe because I went to the bathroom in the public.,IX-1p THINK MAYBE TRUE-BUSINESS BATHROOM IN PUBLIC
"Really, I ended up getting arrested for that?",REALLY END fs-UP ARREST FOR THAT part
"I thought--I didn't know, it could have been.",IX-1p THINK 5xx #SO 5xx
I expected they would put me in the cruiser.,IX-1p PLAN BCLxx IN IX-1p IN #CAR
"While they brought me to the cruiser, one girl who was ready to go home...",BCLxx REALLY ONE GIRL READY DEPART HOME
...saw the whole thing.,HOME LOOK SEE WHOLE THING 5xx
She went back up to the party and informed some of my friends...,SCL:1xx IN PARTY INFORM SOME POSS-1p FRIEND
...that I had been arrested by the police.,THAT IX-1p ARREST fs-BY COP
"Some of my friends said, ""Really?""",SOME POSS-1p FRIEND IX-3p TRUE-BUSINESS
My friend came downstairs and went outside.,5xx SCL:1xx OUTSIDE
He saw me in the cop car.  ,SEE IX-1p IN COP #CAR
"He said, ""Hey, hey, I know him!  I know Mike, the one in the car.""",SAY 5xx IX-1p KNOW IX-3p IX-1p KNOW fs-MIKE IX-3p
The cop looked at my friend and pulled me out of the car.,COP LOOK BCLxx GET IX-1p OUT #CAR
I was really lucky my friend came in time. ,REALLY LUCKY SCL:1xx ON TIME
The cop pulled me out of the car...,BCLxx
Then my friend asked what was going on.,"fs-THEN FRIEND TELL 5xx WHAT""S-UP"
"The cop looked at my friend and said, ""he took drugs.""",COP LOOK 5xx IX-3p fs-DRUGS DRUG
My friend looked over incredulously.,FRIEND LOOK
He knew that I never take drugs.,LOOK KNOW IX-1p NEVER TAKE DRUG SELF-1p #SO 5xx
"The cop said, ""No...",COP SAY LOOK
"""...I saw him put something in his mouth""",IX-1p SEE IX-3p
"I couldn't believe it!  I said to myself, ""Oh my god!""",IX-1p BCLxx REALLY IX-1p THINK POSS-1p GOD
How could they guess that?,HOW CAN IX-3p GUESS THAT
Then it struck me: I had pulled the cigarette from my pocket and put it to my mouth. ,IX-1p THINK+APPEAR IX-1p CIGARETTE TRUE-BUSINESS
"They thought I was popping a pill, I don't know.",IX-3p THINK IX-1p IX-1p NOT-KNOW
But I tried to tell my friend that I was just smoking a cigarette.,BUT IX-1p INFORM-inceptive IX-1p TRY TELL POSS-1p FRIEND IX-1p CIGARETTE
"My friend said ""Oh,"" and informed the cop that I was smoking a cigarette.",POSS-1p FRIEND SAY FINE INFORM COP SAY KNOW-THAT IX-3p SMOKE CIGARETTE
Maybe you misunderstood and thought he was taking something.,MAYBE IX-2p MISUNDERSTAND IX-2p THINK
"The cop said, ""No, I saw it very clearly.""",COP SAY xx IX-1p SEE fs-IT CLEAR 5xx
"""I will take him to the hospital now.""",IX-1p TAKE IX-3p HOSPITAL NOW
"He said, ""to pump out his stomach.""",SAY PUMP fs-OUT POSS-3p STOMACH
"My friend looked at him and said ""Oh, no, no...""",POSS-1p FRIEND LOOK SAY 5xx NO 5xx
"""You will be wasting your time!""  They were talking back and forth.",IX-2p FUTURE WASTE IX-2p TIME SCL:5xx
"He said, ""no, no.""  The cop was just looked at him and shook his head 'no'.",SAY NO COP LOOK
"He was looking and then finally, he was willing...",LOOK FINALLY/SUCCEED ADMIT
He took off the handcuffs.,5xx DISCONNECT ICLxx
He pushed me and I fell to the ground.,PUSH IX-1p fs-TO GROUND PUSH SCL:crvd-Vxx
I fell--what was that?! Then I got up.,IX-1p FALL 5xx IX-1p STAND-UP
"Of course, I was very upset.",OF-COURSE fs-VERY UPSET
"For the confusion, really I felt many different things at once.",FOR CONFUSE REALLY IX-1p FEEL MANY DIFFERENT THING ON ONCE IX-1p 5xx
"Really, I felt...",REALLY 5xx IX-1p FEEL 5xx
...like one side of me felt like hitting the cop.,IN ONE SIDE OF IX-1p FEEL^SAME SCL:1xx HIT COP
"But, of course I couldn't do that.",#BUT OF-COURSE IX-1p CANNOT DO THAT 5xx
"So, fine.  The cop said...",#SO 5xx FINE IX-3p SAY
"The cop told my friend, ""make sure you keep an eye on him overnight.""",IX-3p COP TELL FRIEND SAY MAKE REALLY IX-2p LOOK IX-3p OVER-NIGHT
"""You never know if he'll have to go to the hospital tonight.""",NEVER THINK MUST GO HOSPITAL THAT NIGHT
"I was ticked, but I decided to ingore him. ",IX-1p LOOK 5xx 5xx IX-1p IGNORE
"He said, ""make sure not to pee in public again!"" Then he left.",IX-3p SAY MAKE REALLY NOT fs-PEE IN PUBLIC AGAIN SAME
I was really upset.,IX-1p 5xx REALLY UPSET
I had a big bruise near my eye.  Why...,BLACK BLUE REALLY (25)WHY
...did he hit me?  I had a bad headache next morning,BCLxx HEADACHE IX-1p HAVE BAD HEADACHE NEXT MORNING
"But anyway, my friend said ""calm down, it's alright.""",BUT ANYWAY/NOT-MATTER THAT 5xx FRIEND SAY 5xx ALRIGHT
I felt fine and just forgot about it.,IX-1p FEEL FINE FORGET ABOUT fs-IT 5xx
"But, from now on, LAPD should really teach their officers...",#BUT NOW FROM-NOW-ON REALLY fs-LAPD IX-3p MUST TEACH POSS-3p COP
... to make sure they will approach Deaf people in right way.,fs-OFFICERS TO MAKE REALLY APPROACH RIGHT WAY WITH DEAF PEOPLE
"If something happens and they show up, they should make sure they have paper and pen ready.",SUPPOSE SOMETHING/ONE HAPPEN APPEAR MAKE REALLY HAVE PAPER fs-PEN READY
"Or, if they really need to arrest someone, cuff him with his hands in front of his body...",#OR REALLY MUST ARREST BCLxx FRONT BCLxx
"So he can communicate, either writing or by signing.  ",#SO COMMUNICATE ICLxx #OR BCLxx MAYBE
"But the hands behind the back, never again!",BUT BCLxx NEVER AGAIN
That's something that I hope the LAPD will learn,THAT SOMETHING/ONE IX-1p HOPE fs-LAPD FUTURE REALLY LEARN
You probably wondering why I didn't report it to the police.,5xx IX-2p MAYBE WONDER (25)WHY IX-1p NOT REPORT 5xx
Because I felt it would be their word against mine. ,BECAUSE IX-1p FEEL POSS-3p WORD AGAINST POSS-1p
"Take Rodney King, for example.  ",FOR EXAMPLE fs-RODNEY fs-KING FOR EXAMPLE 5xx
"They have it on tape, beating him up.  ",HAVE ON FILM MOTORCYCLE ABUSE
"But, they still took LAPD's word against Rodney King's.",BUT STILL IX-3p TAKE fs-LAPD WORD AGAINST POSS-3p fs-RODNEY fs-KING BUT
"Really, I admit, I didn't want to bring up...",REALLY IX-1p ADMIT IX-1p 5xx NOT-WANT BRING fs-UP 5xx
...that I went to the bathroom in public--I didn't want that on the record. ,PUBLIC THAT IX-1p TRUE-BUSINESS BATHROOM IN PUBLIC IX-1p 5xx NOT-WANT ON RECORD
"I would look bad, and plus...",IX-1p LOOK-LIKE BAD AND PLUS IX-1p 5xx
"I was drinking underage, too.",UNDER fs-AGE DRINK SAME 5xx
John finished reading the book.,fs-JOHN FINISH READ BOOK
When did John finish reading the book?,fs-JOHN FINISH READ BOOK WHEN
When did John finish reading the book?,fs-JOHN FINISH READ BOOK WHEN
John has not yet finished reading the book.,fs-JOHN NOT-YET FINISH READ BOOK
When will John finish reading the book?,fs-JOHN FUTURE FINISH READ BOOK WHEN
When will John finish reading the book?,fs-JOHN FUTURE FINISH READ BOOK WHEN
Has John finished reading the book?,fs-JOHN FINISH READ BOOK
Did John finish reading the book?,fs-JOHN FINISH READ BOOK QMwg
"That book there, John (already) read it yesterday.",THAT BOOK IX-loc fs-JOHN FINISH READ YESTERDAY
"After class, John read the book.",AFTER CLASS fs-JOHN FINISH READ BOOK
"If the teacher requires it, John will read the book.",SUPPOSE TEACHER REQUIRE fs-JOHN FUTURE READ BOOK part
"Did John read the book?  Yes, he already did.",fs-JOHN READ BOOK FINISH
What is John reading a book about?,fs-JOHN READ BOOK ABOUT xx
What is John reading a book about?,fs-JOHN READ BOOK ABOUT xx
What is John reading a book about?,fs-JOHN READ BOOK ABOUT xx
"If John needs more information, he will read the book.",fs-JOHN NEED MORE INFORMATION FUTURE READ BOOK THUMB-IX-3p
"If John reads the book, he will know more about Lincoln's life.",fs-JOHN READ BOOK FUTURE KNOW MORE ABOUT ns-LINCOLN POSS-3p LIFE
"If John reads the book, he will know more about Lincoln's life.",fs-JOHN READ BOOK FUTURE KNOW MORE ABOUT ns-LINCOLN POSS-3p LIFE
"When John finds out there will be a test, he will panic and be compelled to read the book.",fs-JOHN FIND/FIND-OUT FUTURE EXAM (L)FUTURE DCL:Bxx PROCEED READ BOOK
"When the teacher gives out the test, John will read the book.",TEACHER GIVE EXAM IX-3p fs-JOHN FUTURE READ BOOK IX-loc
The student's father bought a house.,STUDENT POSS-3p FATHER BUY HOUSE
The student's mother bought a car.,STUDENT POSS-3p MOTHER BUY CAR
The student will buy his/her mother's car.,STUDENT FUTURE BUY POSS-3p MOTHER CAR
Which house will the student's father buy?,STUDENT POSS-3p FATHER FUTURE BUY WHICH HOUSE part
Mother is reading a book.,MOTHER READ BOOK
Mother was reading a book.,MOTHER READ BOOK
Mother plans to read that book.,MOTHER PLAN READ THAT BOOK IX-3p
Will mother read that book?,MOTHER FUTURE READ THAT BOOK IX-3p QMwg
Has mother already read that book?,MOTHER FINISH READ IX-3p BOOK IX-3p QMwg
Mother should buy a car.,MOTHER SHOULD BUY CAR
Father should buy a book.,FATHER SHOULD BUY BOOK
Why should father buy that book?,FATHER SHOULD BUY THAT BOOK (Y)WHY
Mother should not have bought a car.   ,MOTHER SHOULD NOT BUY CAR part
Why should mother buy a car?,MOTHER SHOULD BUY CAR (Y)WHY part
I've never seen John's car.,IX-1p NEVER SEE fs-JOHN POSS-3p CAR part
I've never seen John's car.,fs-JOHN POSS-3p CAR IX-1p NEVER SEE
"As for John's car, I've never seen (it).",fs-JOHN POSS-3p CAR IX-1p NEVER SEE
That (right over there) is John's car.,IX-3p fs-JOHN POSS-3p CAR
That (right over there) is John's father's car.,IX-3p fs-JOHN POSS-3p FATHER CAR
Is that John's father's car?,IX-3p fs-JOHN POSS-3p FATHER CAR QMwg
Whose car is that?,WHO CAR IX-3p POSS-3p WHO part
That was John's car.,IX-3p FORMERLY POSS-3p fs-JOHN CAR
Father MUST give the car to John.,FATHER MUST GIFT CAR fs-JOHN part
John's father must give a car to Mary.,fs-JOHN POSS-3p FATHER MUST GIFT CAR fs-MARY part
John should give (his) father a car.,fs-JOHN SHOULD GIFT FATHER CAR part
John will give (his) father a car.,fs-JOHN FUTURE GIFT FATHER CAR
Mother will buy a house.,MOTHER FUTURE BUY HOUSE
Mother will not buy a house.,MOTHER FUTURE NOT BUY HOUSE
Mother does not want to buy a house.,MOTHER NOT-WANT BUY HOUSE
How many books will John buy?,fs-JOHN FUTURE BUY HOW-MANY BOOK part
How many books has John bought?,fs-JOHN FINISH BUY HOW-MANY BOOK part
How many books does John want to buy?,fs-JOHN WANT BUY HOW-MANY BOOK part
The teacher likes movies.,TEACHER LIKE MOVIE
"The teacher likes movies, but the students don't.",TEACHER LIKE MOVIE BUT STUDENT IX-3p-pl-arc NOT
The teacher does not like movies.,TEACHER NOT LIKE MOVIE
The teacher likes books but not movies.,TEACHER LIKE BOOK BUT NOT MOVIE
Does the teacher like movies?,TEACHER LIKE MOVIE QMwg
Does the teacher like movies?,TEACHER LIKE MOVIE QMwg
Mother bought a car and gave it to John.,MOTHER BUY CAR GIFT fs-JOHN
John bought a car yesterday and gave it to (his) mother.,fs-JOHN BUY CAR YESTERDAY GIFT MOTHER
Mary bought (her) mother's car to give to John.,fs-MARY BUY MOTHER POSS-3p CAR GIFT fs-JOHN
"No, John did not buy (his) mother's car.",fs-JOHN NOT BUY MOTHER POSS-3p CAR
Mother did not buy the car for John.,MOTHER NOT BUY CAR FOR IX-3p fs-JOHN NOT
The student likes chocolate.,STUDENT LIKE CHOCOLATE
The teacher likes chocolate.,TEACHER LIKE CHOCOLATE
The students do not like chocolate.,STUDENT IX-3p-pl-arc NOT LIKE CHOCOLATE
The students don't like chocolate.,STUDENT IX-3p-pl-arc (Y)NOT-LIKE CHOCOLATE
Does the teacher like chocolate?,TEACHER LIKE CHOCOLATE QMwg
Why doesn't John like chocolate?,fs-JOHN NOT-LIKE CHOCOLATE (Y)WHY
How many books should the students read?,STUDENT SHOULD READ HOW-MANY BOOK part
How many books WILL the students READ?,STUDENT FUTURE READ HOW-MANY BOOK part
How many books have the students finished reading so far?,STUDENT UP-TO-NOW FINISH READ HOW-MANY BOOK part
Mother gave John chocolate yesterday.,YESTERDAY MOTHER neu:GIVE fs-JOHN CHOCOLATE
John gave (his) mother chocolate.,fs-JOHN neu:GIVE MOTHER CHOCOLATE
John has just given (his) mother chocolate.,fs-JOHN NOW neu:GIVE MOTHER CHOCOLATE
Will John give (his) mother chocolate?,fs-JOHN FUTURE neu:GIVE MOTHER CHOCOLATE
Did mother already give John chocolate?,MOTHER FINISH neu:GIVE fs-JOHN CHOCOLATE QMwg
How many cars has the teacher bought so far?,TEACHER BUY HOW-MANY CAR UP-TO-NOW part
How many cars has/have the student(s) bought so far?,STUDENT BUY HOW-MANY CAR UP-TO-NOW part
Has the teacher bought many cars?,TEACHER BUY MANY CAR QMwg
How many cars will the student buy?,STUDENT FUTURE BUY HOW-MANY CAR
The student likes to eat chocolate but he/she doesn't like to read.,IX-3p STUDENT LIKE EAT CHOCOLATE BUT IX-3p (Y)NOT-LIKE READ
The student doesn't like to read but he/she likes to eat chocolate.,STUDENT IX-3p (Y)NOT-LIKE READ BUT IX-3p LIKE EAT CHOCOLATE
The teacher likes to read but he/she doesn't like movies.,TEACHER LIKE READ IX-3p (Y)NOT-LIKE MOVIE
Father likes John's house but doesn't like his car.                                                  ,FATHER LIKE fs-JOHN POSS-3p HOUSE NOT LIKE POSS-3p CAR
Father likes books and movies.,FATHER LIKE BOOK AND MOVIE
John likes his father's car and house.,fs-JOHN LIKE FATHER POSS-3p CAR AND HOUSE
John likes cars and books.,fs-JOHN LIKE CAR AND BOOK part
The teacher finished reading the magazine so now she is going to read a book.,TEACHER FINISH READ MAGAZINE NOW SWITCH READ BOOK
"When the teacher finishes reading the magazine, he/she will read a book.",TEACHER FINISH READ MAGAZINE FUTURE SWITCH READ BOOK
The student has finished reading a book and is now watching a movie.,STUDENT FINISH READ BOOK NOW LOOK-AT MOVIE
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
Why shouldn't John buy a house?,fs-JOHN SHOULD NOT BUY HOUSE (Y)WHY
Mother likes the movie.,MOTHER LIKE IX-3p MOVIE
Mother likes that book.,MOTHER LIKE IX-3p BOOK
Mother does not like the movie.,MOTHER IX-3p NOT LIKE IX-3p MOVIE IX-3p
John will not like the movie.,fs-JOHN FUTURE^NOT LIKE IX-3p MOVIE IX-3p
Father will like that book there.,FATHER FUTURE LIKE THAT BOOK IX-loc
Will father like that book?,FATHER FUTURE LIKE THAT BOOK IX-loc QMwg
Father will like that book.,FATHER FUTURE LIKE THAT BOOK IX-loc
"As for father liking that book, will he?",FATHER LIKE THAT BOOK FUTURE QMwg
How many books did father give to John?,FATHER GIFT fs-JOHN HOW-MANY BOOK
How many cars did John give the teacher?,fs-JOHN GIFT TEACHER HOW-MANY CAR
How many books did the teacher give John?,TEACHER GIFT fs-JOHN HOW-MANY BOOK part
The teacher is in the house there right now.,TEACHER NOW IN IX-3p HOUSE IX-loc
Is the teacher in that house?,TEACHER IN HOUSE IX-loc QMwg
Has the teacher been in the house before? ,TEACHER FINISH PAST IN HOUSE IX-loc QMwg
The teacher is not in the house.,TEACHER NOT IN HOUSE IX-loc
The student bought a car yesterday.,STUDENT BUY CAR YESTERDAY
Did the student buy a car yesterday?,STUDENT BUY CAR YESTERDAY QMwg
Did the teacher buy a house yesterday?,TEACHER BUY HOUSE YESTERDAY QMwg
Mother bought a book yesterday.,MOTHER BUY BOOK YESTERDAY
Mother bought one book yesterday.,MOTHER BUY ONE BOOK YESTERDAY
Mother bought one book yesterday.,MOTHER BUY ONE BOOK YESTERDAY
The teacher gave the student one book.,TEACHER neu:GIVE STUDENT ONE BOOK
The teacher gave each of the students one book.,TEACHER GIFT-3p-pl-arc STUDENT BOOK ONE-distributive-3p-pl-arc
The students contributed money to buy the teacher a book.,STUDENT IX-loc-arc PCL:crvd-5xx PITCH-IN GIFT TEACHER BOOK
Each of the students gave the teacher a book.,STUDENT EACH IX-loc-arc GIFT-distributive TEACHER BOOK
The teacher gave each student a book.,TEACHER GIFT-distributive-3p-pl-arc BOOK STUDENT
The students exchanged books.,STUDENT BOOK GIVE-recip
How many books did John buy?,fs-JOHN BUY BOOK HOW-MANY
How many books does John want to buy?,fs-JOHN WANT BUY BOOK HOW-MANY
The teacher likes movies.,TEACHER LIKE MOVIE
The teacher liked the movie but the student didn't.,TEACHER LIKE MOVIE IX-3p STUDENT NOT LIKE
The teacher doesn't like the movie.,TEACHER NOT LIKE MOVIE IX-loc
"The teacher likes books, but doesn't like movies.",TEACHER LIKE BOOK MOVIE NOT
"The teacher, does s/he like movies?",TEACHER IX-3p LIKE MOVIE IX-3p
Did the teacher like the movie that s/he saw?,TEACHER WATCH MOVIE LIKE part
Mother bought a car and gave it to John.,MOTHER BUY CAR GIFT fs-JOHN
John bought a car yesterday and gave it to mother.,fs-JOHN BUY CAR YESTERDAY GIFT MOTHERwg
Mary bought her mother's car and gave it to John.,fs-MARY BUY POSS MOTHER CAR GIFT fs-JOHN
"Did John buy mother's car? No, he did not.",fs-JOHN BUY MOTHER CAR NOT
"Did mother buy a car for John? No, she did not.",MOTHER BUY CAR FOR fs-JOHN #NO
The student likes chocolate.,STUDENT LIKE CHOCOLATE
The teacher likes chocolate.,TEACHER LIKE CHOCOLATE
The student does not like chocolate. ,STUDENT NOT LIKE CHOCOLATE
Does the teacher like chocolate?,TEACHER LIKE CHOCOLATE
Why doesn't John like chocolate?,(25)WHY fs-JOHN NOT LIKE CHOCOLATE part
Mother gave chocolate to John yesterday.,MOTHER GIFT CHOCOLATE IX-3p fs-JOHN YESTERDAY
John is giving mother chocolate.,CHOCOLATE fs-JOHN GIFT MOTHERwg IX-3p
John is right now giving chocolate to mother.,fs-JOHN NOW GIVE CHOCOLATE MOTHERwg IX-3p
John will give chocolate to mother.,fs-JOHN FUTURE neu:GIVE CHOCOLATE MOTHERwg IX-3p
Will John give chocolate to mother?,fs-JOHN IX-loc FUTURE neu:GIVE CHOCOLATE IX-loc MOTHER IX-3p
Did mother already give John chocolate?,FINISH MOTHER FINISH GIFT fs-JOHN CHOCOLATE
The student likes chocolate but doesn't like to read books.,IX-3p STUDENT LIKE CHOCOLATE NOT LIKE READ BOOK
"The teacher likes reading, but does she like movies? no, she doesn't.",TEACHER LIKE READ LIKE MOVIE #NO NOT
"Father likes John's house, but does he like John's car? No, he doesn't.",FATHER LIKE fs-JOHN HOUSE LIKE POSS-3p CAR #NO NOT
Father likes both books and movies.,FATHER LIKE BOTH BOOK AND MOVIE
John likes his father's house and car.,xx fs-JOHN LIKE POSS-3p FATHERwg HOUSE CAR
John likes cars and books.,fs-JOHN LIKE CAR BOOK
The teacher finished reading the magazine and is now reading a book.,TEACHER FINISH READ MAGAZINE NOW READ BOOK
"When you finish reading the magazine, you will read a book.",IX-2p FINISH READ MAGAZINE (L)FUTURE READ BOOK
"When the teacher finishes reading the magazine, she will read a book.",TEACHER FINISH READ MAGAZINE FUTURE READ BOOK
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
Mother likes movies.,MOTHER LIKE MOVIE
Mother likes this book.,MOTHER LIKE IX-3p BOOK
Mother does not like the movie.,MOTHER NOT LIKE MOVIE IX-3p
John won't like the movie.,fs-JOHN FUTURE^NOT LIKE MOVIE IX-3p
Father will really like that book!,FATHERwg FUTURE LIKE IX-3p THAT BOOK FUTURE
How many books did John's father give John?,HOW-MANY BOOK fs-JOHN FATHER GIFT fs-JOHN part
"As for John giving the teacher cars, how many did he give him/her?",CAR fs-JOHN GIFT TEACHER HOW-MANY CAR
The teacher now is at the house there.,TEACHER NOW IX-3p HOUSE IX-loc
Is the teacher in the house there?,IX-3p TEACHER IN IX-3p HOUSE IX-loc
Is the teacher already in the house?,TEACHER FINISH IN HOUSE IX-loc
The teacher is not in (that) house there.,TEACHER NOT IN HOUSE IX-loc
The teacher is in the car.,TEACHER IN IX-3p CAR
The student bought a car yesterday.,YESTERDAY STUDENT BUY CAR
Did the student already buy a car yesterday?,YESTERDAY IX-3p STUDENT FINISH BUY CAR QMwg
Did the teacher already buy a house yesterday?,YESTERDAY TEACHER BUY HOUSE FINISH
Mother already bought a book yesterday.,YESTERDAY MOTHER BUY BOOK FINISH
It's a *book* that mother already bought yesterday.,BOOK MOTHER BUY YESTERDAY FINISH
It's a book the teacher gave the student.,xx BOOK TEACHER neu:GIVE STUDENT
The teacher gave a book to all the students.,xx TEACHER neu:GIVE BOOK neu:GIVE-3p-pl-arc #ALL STUDENT
The teacher gave out the BOOKS.,TEACHER BOOK GIFT-3p-pl-arc
The students gave a book to the teacher.,STUDENT IX-3p-pl-arc>i GIFT BOOK IX-3p TEACHER
"As for the students, they gave a book to the teacher.",STUDENT IX-loc-arc BOOK GIFT-distributive TEACHER IX-loc
The students gave their books to the teacher.,BOOK STUDENT IX-loc:arc neu:GIFT IX-3p TEACHER IX-loc
"As for the students and (their) books, they are exchanging them now.",STUDENT BOOK NOW GIVE-recip
Has the teacher already given books to the students?,FINISH TEACHER neu:GIVE BOOK STUDENT IX-loc-arc
Which book has the student given to the teacher?,WHICH BOOK STUDENT FINISH GIFT TEACHER xx
John finished reading the book.,fs-JOHN FINISH READ BOOK
Did you see something/one?,IX-2p SEE SOMETHING/ONE
Did you see someone?,IX-2p SEE SOMETHING/ONE part
Did someone find a book?,SOMETHING/ONE FIND/FIND-OUT BOOK part
Do you want tea or coffee?,IX-2p WANT TEA COFFEE part
Some strange thing/person arrived.,SOMETHING/ONE STRANGE part ARRIVE HERE
Some strange thing/person arrived.,SOMETHING/ONE part STRANGE ARRIVE
Some strange thing/person arrived.,SOMETHING/ONE STRANGE ARRIVE part
Some strange thing/person arrived.,SOMETHING/ONE STRANGE ARRIVE part
Some strange thing/person arrived.,SOMETHING/ONE STRANGE ARRIVE part
Some strange thing/person arrived.,SOMETHING/ONE part STRANGE ARRIVE part
Some (kind of) boat sank off Cape Cod. ,SOMETHING/ONE part BOAT SCL:3xx ns-CAPE-COD IX-loc
Some boat sank off Cape Cod (I think).,part SOMETHING/ONE BOAT SCL:3xx ns-CAPECOD IX-loc
Some boat sank (I think).,SOMETHING/ONE BOAT SCL:Bxx part
Some boat sank off Cape Cod (I think).,SOMETHING/ONE BOAT SCL:3xx ns-CAPE-COD part
Some boat sank off Cape Cod (I think).,SOMETHING/ONE BOAT SCL:3xx ns-CAPE-COD part
Some boat sank near Cape Cod (I think).,SOMETHING/ONE BOAT SCL:3xx NEAR ns-CAPE-COD part
Some (kind of) boat sank near Cape Cod.,SOMETHING/ONE part BOAT SCL:3xx NEAR ns-CAPE-COD part
Some (kind of) boat sank near Cape Cod.,SOMETHING/ONE part BOAT SCL:3xx NEAR ns-CAPE-COD part
Did the student buy many books?,STUDENT BUY MANY BOOK part
Did the student buy many books?,STUDENT BUY MANY BOOK part
John finished reading the book.,fs-JOHN FINISH READ BOOK
When did John finish reading the book?,fs-JOHN FINISH READ BOOK #WHEN
When did John finish reading the book?,fs-JOHN FINISH READ BOOK #WHEN
When did John finish reading the book?,fs-JOHN FINISH READ BOOK WHEN
John hasn't finished reading the book yet.,fs-JOHN NOT-YET FINISH READ BOOK
When will John finish reading the book?,fs-JOHN FUTURE FINISH READ BOOK WHEN
"Has John already read the book, has he?",fs-JOHN FINISH READ BOOK FINISH
Has John already read the book?,fs-JOHN FINISH READ BOOK
Did John finish reading the book?,fs-JOHN FINISH READ BOOK QMwg
"That book, John finished reading it yesterday.",THAT BOOK fs-JOHN FINISH READ YESTERDAY
"That book, John finished reading it yesterday.",THAT BOOK fs-JOHN FINISH READ BOOK YESTERDAY
"That book, John finished reading it yesterday.",THAT BOOK fs-JOHN FINISH READ YESTERDAY
"After class, John has finished reading the book.",OVER/AFTER CLASS NOW fs-JOHN FINISH READ BOOK
"If the teacher requires it, then John will read a book.",#IF TEACHER REQUIRE fs-JOHN FUTURE READ BOOK
"As for John reading a book, he already did!",fs-JOHN READ BOOK FINISH
What is John reading a book about? ,fs-JOHN READ BOOK ABOUT xx
What is John reading a book about?,fs-JOHN READ BOOK ABOUT xx
"If John needs more information, he will read the book.",fs-JOHN NEED MORE INFORMATION IX-3p FUTURE READ BOOK
"When John reads the book, he will know more about LIncoln's life.",fs-JOHN READ BOOK FUTURE KNOW MORE ABOUT ns-LINCOLN POSS-3p LIFE
"When John finds out about the test, he will freak out and need to read the book.",fs-JOHN FIND^#OUT TEST DCL:Bxx NEED READ BOOK
"When John finds out about the test, he will freak out and need to read the book.",fs-JOHN FIND^#OUT TEST DCL:Bxx NEED READ BOOK
"Once John had found out that there is a test, he read the book.",fs-J FIND^#OUT TEST FINISH READ BOOK
It's that student's father that is buying a house. ,STUDENT IX-loc POSS-3p FATHERwg BUY HOUSE
That student's father will buy a house.,STUDENT POSS-3p FATHERwg FUTURE BUY HOUSE
It's that student's mother that is buying a car.,STUDENT POSS-3p MOTHER BUY CAR
Which house did the student's father buy?,STUDENT IX-loc POSS-3p FATHER BUY HOUSE WHICH
Will mother read the book?,MOTHER (V)FUTURE READ BOOK QMwg
Why did father buy that book?,FATHER BUY THAT BOOK (25)WHY
Why does father have to buy that book there?,FATHER MUST BUY BOOK IX-loc (25)WHY
Mother should not buy that car!,MOTHER SHOULD NOT BUY THAT CAR part
Should mother buy a car?,MOTHER SHOULD BUY CAR
Why should mother buy a car?,MOTHER SHOULD BUY CAR (25)WHY part
I've never seen John's car.,IX-1p NEVER SEE fs-JOHN POSS-3p CAR NEVER
It's John's CAR I've never seen.,fs-JOHN POSS-3p CAR NEVER SEE IX-1p
It's John's car I've never seen.,fs-JOHN POSS-3p CAR NEVER SEE IX-1p
"As for John's car, I've never seen (it).",fs-JOHN POSS-3p CAR NEVER SEE IX-1p
Father must give a car to John.,MUST FATHER neu:GIVE CAR IX-3p fs-JOHN IX-loc
His father MUST give John a car.,FATHER IX-3p MUST GIFT fs-JOHN CAR
John's father must give the car to Mary.,fs-JOHN FATHERwg IX-3p MUST neu:GIFT CAR IX-3p fs-MARY
"It's John's father, him, who must give a car to Mary.",fs-JOHN POSS-3p FATHERwg IX-3p MUST neu:GIFT CAR IX-3p fs-MARY
