translation,gloss
"""I don't want you to run to the fans and cheer.","IX-1p NOT-WANT IX-3p:p #TO SCL:1""player running"" RUN fs-FANS AND CHEER"
"""I want you to come back and sit down where you belong.",IX-1p WANT IX-3p:p #BACK SIT WHERE IX-2p BELONG fs-TO
"""...and wait until it's your turn to play again.""",WAIT UNTIL POSS-2p TURN TO PLAY AGAIN
What motivating words Vince Lombardi used!  ,REALLY IX-1p LOOK MOTIVATE WORD (2h)THAT fs-VINCE fs-LOMDI USE
"Reading the book, that kind of...","IX-1p 5""looking for words"" (5)WOW LOOK THAT KIND 5""looking for words"""
I never realized that football could have that much emotion involved.  ,IX-1p NEVER REALIZE THAT FOOTBALL CAN HAVE THAT MUCH EMOTION INVOLVE
I just thought it was eleven guys hitting another eleven guys. ,"IX-1p THINK fs-IT fs-WAS RECENT-PAST 5""I don't know"" ELEVEN MAN HIT OTHER ELEVEN MAN HIT 5""you know"""
So I decided to play high school football.  ,#SO IX-1p DECIDE PLAY #HS FOOTBALL IX-1p
"Personally, I think I'm a better coach than a player...",SELF-1p IX-1p THINK IX-1p BETTER ON fs-COACH THAN PLAYER
...but at the same time I love to play.  ,"#BUT 5""concession"" IX-1p KISS-FIST fs-TO PLAY SAME TIME 5""looking for words"""
"I enjoy the hits--I enjoy the pain sometimes, I admit, but, uh...","IX-1p ENJOY LITTLE-BIT HIT IX-1p ENJOY HURT SOMETIMES ADMIT #BUT 5""hesitation"""
"...not all the time.  Like my hand, haha--no, not like that. ","NOT #ALL TIME SAME NO++ 5""wave no"""
"Really, Vince Lombardi told his men...",REALLY (2h)IX-3p:n fs-VINCE fs-LODI TELL:p POSS-3p:n MAN
"...this is really my favorite quote.  Before that Super Bowl game,",REALLY POSS-1p FAVORITE/PREFER QUOTE BEFORE THAT #SB PLAY-AGAINST
"He said, ""Men, we must march into that end zone...","SAY 5""listen up"" MAN IX-1p-pl-arc MUST TO PARADE IN THAT END fs-ZONE"
"""...and then come back and wait until it's your turn,"" just like I said before",AND WAIT UNTIL POSS-2p TURN SAME IX-1p SAY PAST
"""Then hit, and hit, and hit!""",#THEN HIT AND HIT AND HIT
"I know, it seems like three simple words, ""hit and hit and hit,"" ","5""ok, hey"" IX-1p KNOW THAT fs-IT CAN SEEM SIMPLE WORD HIT AND HIT AND HIT"
"but when a hit is made in football, ",#BUT WHEN fs-HIT IS MAKE IN FOOTBALL
...it can create many things.  ,fs-IT CAN (2h)alt.CREATE/PRETEND MANY (2h)THING
"It can create an opportunity for the other team to win, ",CAN CREATE/PRETEND OPPORTUNITY FOR TEAM WIN
"...it can create a fumble,  ",fs-IT CAN CREATE/PRETEND fs-A FUMBLE fs-FUMBLE
"It could be, I don't know, a quarterback sack, ","fs-IT CAN fs-BE (2h)5""I don't know"" #QB BCL""tackle"" fs-SACK"
"...or, I don't know, really many other things.  It's the same idea as in chess: it's a thinking game","#OR (2h)5""I don't know"" REALLY MANY MANY+ LONG-LIST (2h)THING ABOUT fs-IT SAME IDEA fs-CHESS THINK GAME"
"Vince Lombardi, before his men walked onto the field, ",BEFORE POSS-3p:n MAN fs-VINCE fs-LODI MAN PARADE ON fs-FIELD
"...he told his men, ""Hey, remember: winning isn't everything--","IX-3p:n TELL 5""listen up"" REMEMBER WIN fs-WINNING NOT EVERY+THING"
it's the only thing.  ,fs-ITS ONLY (2h)THING
(This is a story of) one of my worst experiences.,ONE fs-OF POSS-1p WORSE EXPERIENCE
Four years ago at California State University Northridge...,REALLY FORMERLY FOUR YEAR PAST IN fs-CSUN
One girl who lived right next to me.,REALLY LIVE IX-1p
She had a party.,IX-3p:i TAKE GROUP/TOGETHER PARTY
...for us college students to get together.,FOR IX-1p-arc COLLEGE STUDENT FORMERLY IX-1p GROUP/TOGETHER
 It was good time.  All night I enjoyed myself.,REALLY GOOD TIME OVER-NIGHT IX-1p ENJOY ETC.
I decided to go buy cigarettes.,IX-1p DECIDE fs-TO DEPART:j BUY CIGARETTE
...at the nearby market. ,ON RIGHT-HERE fs-MARKET IX-loc:j
I'd say it was only five minutes away walking--practically nothing. ,"SAY ONLY FIVE FIVE-MINUTE neu:BPCL:V""walk"":j (F)NONE"
I walked  to the market.,"IX-1p SCL:1""going to market"":j IX-1p 5""looking for words"" (3)WALK IX-1p"
"I bought the cigarettes, put them in my pocket, and walked back.","REALLY IX-1p BUY CIGARETTE FINISH ICL""putting pack in pocket"" SCL:1""walking back to party"":i"""
"I admit, I had to go to the bathroom real bad. ","IX-1p 5""oh gosh"" REALLY ADMIT IX-1p REALLY MUST BATHROOM REALLY BAD"
"I couldn't hold my bladder, so I...","IX-1p CANNOT HOLD POSS-1p fs-BLADDER #SO IX-1p ""you know"""
...I saw a bush.,"LOOK:k SEE fs-BUSH DCL:crvd-5""bush"""
"I looked at it and thought, ""so what!?"" I went around the bush.","IX-1p LOOK:k (2h)""not give a darn"" SCL:1""walking around bush"""
I looked around to make sure nobody saw me.,IX-1p LOOK-arc MAKE REALLY (O)NONE ONE SEE IX-1p
"I looked around and everything was fine, so I went ahead and used the ""bathroom."" ","IX-1p LOOK:around 5""so, all set"" FINE IX-1p PROCEED BATHROOM FINISH"
Then I walked back out from behind the bush.,"fs-THEN IX-1p SCL:1""walking around bush"" OUT fs-OF fs-BUSH DCL:crvd-5""shape of the object"" SCL:1""walking around bush"""
"I was relieved, because it was important that nobody see me.  ","IX-1p WHEW/RELIEVED IMPORTANT (O)NONE ONE SEE IX-1p 5""nah"""
I pulled a cigarette from my pants pocket and lit up.,"IX-1p BCL""reaching into pocket"" CIGARETTE ICL""lighting lighter"""
I looked back.,IX-1p LOOK:l THUMB-IX-loc:l
I was looking back and saw two cops running.,"IX-1p LOOK:l SEE TWO COP+ BCL""cop running"""
"They were LAPD, and were coming up running. ","FROM fs-LAPD PCL:V""two cops"":l BCL""cop running"""
"I thought ""what's going on?""","IX-1p 5""taken aback"""
"Really, I wasnt sure.","REALLY IX-1p 5""perplexed"" NOT REALLY part:indef"
Why are they chasing me? I asked myself.  ,(25)WHY CHASE IX-1p
I thought it was because they saw me going to the bathroom in public or something.,"THINK IX-1p 5""I don't know"" BECAUSE SEE IX-1p BATHROOM IN PUBLIC #OR"
"I thought it should be fine, I told myself to think positive about this situation.","IX-1p THINK FINE 5""things proceeding normally"" THINK POSITIVE ABOUT IX-3p:k SITUATION"
So I...,"#SO IX-1p 5""looking for words"""
Maybe I could just let them know and say that I was sorry for going to the bathroom in the public.,"MAYBE IX-1p CAN RECENT-PAST 5""nah"" INFORM SAY SORRY IX-1p 5""looking for words"" BATHROOM IN PUBLIC #SO 5""sheepish"""
"It wouldn't be a big deal.  Oh, it's important to inform people I'm Deaf, too.",(F)NONE part:indef IMPORTANT IX-1p INFORM IX-1p DEAF SAME
It is a very important thing to do.,"IMPORTANT (2h)THING 5""drop topic"""
Two cops walked toward me.  When they were really close to me...,"PCL:V""cops walking to Mike"" WHEN REALLY NEAR fs-TO IX-1p"
"...I was planning to tell them I'm Deaf.  As I raised my arm to sign ""Deaf,""...","PLAN TELL:m IX-1p BCL""raising hand to sign"""
They grabbed my arm and bent it behind my back.,"BCL""grabbing the arm"" BCL""grabbing arms"""
They hit me twice with the nightstick and punched me in the eye.  ,"BCL""hitting"" IX-1p TWICE WITH NIGHT fs-STICK BCL""punching eye""+"
I was in shock.,"IX-1p 5""looking for words"" MIND IN SHOCK IX-1p 5""perplexed"""
Why did they hit me? I didnt feel anything!,"5""perplexed"" (25)WHY HIT IX-1p NOT FEEL ANY+THING"
I felt numb.,"IX-1p 5""perplexed"" FEEL fs-NUMB"
"Because I was so shocked that I, I don't know.","BECAUSE IX-1p #SO SHOCK THAT IX-1p 5""perplexed"""
What did the cop hit me for?,(25)WHY COP HIT IX-1p FOR
Then they grabbed my hands and handcuffed me.  I was under arrest.  ,"THEN BCL""grabbing arms"" BCL""pulling hands behind back"" ARREST IX-1p BCL""handcuffed"" 5""what's going on"""
"I tried to tell the cop that I'm Deaf.  I spoke, ""Deaf, Deaf!""","IX-1p TRY TELL:m COP IX-1p DEAF IX-1p BCL""handcuffed"""
They ignored me.,"IX-3p:m IGNORE IX-1p 5""dismissive gesture"""
They grabbed me and led me off.  I didn't know what to do. ,"BCL""pushing Mike along"" REALLY IX-1p 5""not know what to do"""
I had no clue of what was going on.,IX-1p #DO+ IX-1p REALLY (O)NONE fs-CLUE WHAT part:indef
Why would the  cop arrest me?,REALLY COP (25)WHY ARREST IX-1p part:indef
I really thought it was maybe because I went to the bathroom in the public.,IX-1p THINK MAYBE TRUE-BUSINESS BATHROOM IN PUBLIC
"Really, I ended up getting arrested for that?",REALLY END fs-UP ARREST FOR THAT part:indef
"I thought--I didn't know, it could have been.","IX-1p THINK 5""I don't know"" #SO 5""I don't know"""
I expected they would put me in the cruiser.,"IX-1p PLAN BCL""pushing Mike in car"" IN IX-1p IN #CAR"
"While they brought me to the cruiser, one girl who was ready to go home...","BCL""leading Mike away"" REALLY ONE GIRL READY DEPART HOME"
...saw the whole thing.,"HOME LOOK SEE WHOLE (2h)THING 5""oh gosh"""
She went back up to the party and informed some of my friends...,"SCL:1""girl going up"" IN PARTY INFORM SOME POSS-1p FRIEND"
...that I had been arrested by the police.,THAT IX-1p ARREST fs-BY COP
"Some of my friends said, ""Really?""",SOME POSS-1p FRIEND IX-3p:n TRUE-BUSINESS
My friend came downstairs and went outside.,"5""oh gosh"" SCL:1""friend walking down"" OUTSIDE"
He saw me in the cop car.  ,SEE:m IX-1p IN COP #CAR
"He said, ""Hey, hey, I know him!  I know Mike, the one in the car.""","SAY 5""hey, no"" IX-1p KNOW IX-3p:o IX-1p KNOW fs-MIKE IX-3p:o"
The cop looked at my friend and pulled me out of the car.,"COP LOOK BCL""pulling Mike from car"" GET IX-1p OUT #CAR"
I was really lucky my friend came in time. ,"REALLY LUCKY SCL:1""friend comes"" ON TIME"
The cop pulled me out of the car...,"BCL""pulling Mike from car"""
Then my friend asked what was going on.,"fs-THEN FRIEND TELL:m 5""perplexed"" WHAT'S-UP"
"The cop looked at my friend and said, ""he took drugs.""","COP LOOK:t (1h)5""you see"" IX-3p:o fs-DRUGS DRUG"
My friend looked over incredulously.,FRIEND LOOK:m
He knew that I never take drugs.,"LOOK KNOW IX-1p NEVER TAKE DRUG SELF-1p #SO 5""perplexed"""
"The cop said, ""No...",COP SAY LOOK
"""...I saw him put something in his mouth""",IX-1p SEE IX-3p:o
"I couldn't believe it!  I said to myself, ""Oh my god!""","IX-1p BCL""handcuffed"" REALLY IX-1p THINK POSS-1p GOD"
How could they guess that?,HOW CAN IX-3p:m GUESS THAT
Then it struck me: I had pulled the cigarette from my pocket and put it to my mouth. ,IX-1p THINK+APPEAR IX-1p CIGARETTE TRUE-BUSINESS
"They thought I was popping a pill, I don't know.",IX-3p:p THINK IX-1p IX-1p NOT-KNOW
But I tried to tell my friend that I was just smoking a cigarette.,BUT IX-1p INFORM-inceptive IX-1p TRY TELL:t POSS-1p FRIEND IX-1p CIGARETTE
"My friend said ""Oh,"" and informed the cop that I was smoking a cigarette.",POSS-1p FRIEND SAY FINE INFORM:m COP SAY KNOW-THAT IX-3p:o SMOKE CIGARETTE
Maybe you misunderstood and thought he was taking something.,MAYBE IX-2p:m MISUNDERSTAND IX-2p:m THINK
"The cop said, ""No, I saw it very clearly.""","COP SAY (1h)""wave no"" IX-1p SEE fs-IT CLEAR 5""leave it at that"""
"""I will take him to the hospital now.""",IX-1p TAKE IX-3p:o HOSPITAL NOW
"He said, ""to pump out his stomach.""",SAY PUMP fs-OUT POSS-3p:o STOMACH
"My friend looked at him and said ""Oh, no, no...""","POSS-1p FRIEND LOOK:m SAY 5""wave no"" NO+ 5""wave no"""
"""You will be wasting your time!""  They were talking back and forth.","IX-2p:m FUTURE WASTE IX-2p:m TIME SCL:5""two people talking"""
"He said, ""no, no.""  The cop was just looked at him and shook his head 'no'.",SAY NO COP LOOK:t
"He was looking and then finally, he was willing...",LOOK:t FINALLY/SUCCEED ADMIT
He took off the handcuffs.,"(2h)5""hands off"" DISCONNECT ICL""removing handcuffs"""
He pushed me and I fell to the ground.,"PUSH IX-1p fs-TO GROUND PUSH SCL:crvd-V""falling to the ground"""
I fell--what was that?! Then I got up.,"IX-1p FALL 5""what's going on"" IX-1p STAND-UP"
"Of course, I was very upset.",OF-COURSE fs-VERY UPSET
"For the confusion, really I felt many different things at once.","FOR CONFUSE REALLY IX-1p FEEL MANY DIFFERENT (2h)THING ON ONCE IX-1p 5""that's the way it is"""
"Really, I felt...","REALLY 5""looking for words"" IX-1p FEEL 5""actually"""
...like one side of me felt like hitting the cop.,"IN ONE SIDE OF IX-1p FEEL^SAME SCL:1""walking to cop"" HIT COP"
"But, of course I couldn't do that.","#BUT OF-COURSE IX-1p CANNOT DO THAT 5""of course"""
"So, fine.  The cop said...","#SO 5""ok (giving in)"" FINE IX-3p:m SAY"
"The cop told my friend, ""make sure you keep an eye on him overnight.""",IX-3p:m COP m:TELL:t FRIEND SAY MAKE REALLY IX-2p LOOK IX-3p:q OVER-NIGHT
"""You never know if he'll have to go to the hospital tonight.""",NEVER THINK MUST GO HOSPITAL THAT NIGHT
"I was ticked, but I decided to ingore him. ","IX-1p LOOK:m 5""you know"" 5""nah"" IX-1p IGNORE"
"He said, ""make sure not to pee in public again!"" Then he left.",IX-3p:m SAY MAKE REALLY NOT fs-PEE IN PUBLIC AGAIN SAME
I was really upset.,"IX-1p 5""looking for words"" REALLY UPSET"
I had a big bruise near my eye.  Why...,BLACK BLUE REALLY (25)WHY
...did he hit me?  I had a bad headache next morning,"BCL""punching face"" HEADACHE IX-1p (1h)HAVE BAD HEADACHE NEXT MORNING"
"But anyway, my friend said ""calm down, it's alright.""","BUT ANYWAY/NOT-MATTER THAT 5""taken aback"" FRIEND SAY 5""calm down"" ALRIGHT"
I felt fine and just forgot about it.,"IX-1p FEEL FINE FORGET ABOUT fs-IT 5""leave it at that"""
"But, from now on, LAPD should really teach their officers...",#BUT NOW FROM-NOW-ON REALLY fs-LAPD IX-3p:r MUST TEACH POSS-3p:r COP+
... to make sure they will approach Deaf people in right way.,fs-OFFICERS TO MAKE REALLY APPROACH RIGHT WAY WITH DEAF PEOPLE
"If something happens and they show up, they should make sure they have paper and pen ready.",SUPPOSE SOMETHING/ONE HAPPEN APPEAR MAKE REALLY (1h)HAVE PAPER fs-PEN READY
"Or, if they really need to arrest someone, cuff him with his hands in front of his body...","#OR REALLY MUST ARREST BCL""handcuffed"" FRONT BCL""handcuffed"""
"So he can communicate, either writing or by signing.  ","#SO COMMUNICATE ICL""writing"" #OR BCL""signing in handcuffs"" MAYBE"
"But the hands behind the back, never again!","BUT BCL""handcuffed behind back"" NEVER AGAIN"
That's something that I hope the LAPD will learn,THAT SOMETHING/ONE IX-1p HOPE fs-LAPD FUTURE REALLY LEARN
You probably wondering why I didn't report it to the police.,"5""that's the way it is"" IX-2p MAYBE WONDER (25)WHY IX-1p NOT REPORT 5""things proceeding normally"""
Because I felt it would be their word against mine. ,BECAUSE IX-1p FEEL POSS-3p:m WORD AGAINST POSS-1p+
"Take Rodney King, for example.  ","FOR EXAMPLE fs-RODNEY fs-KING FOR EXAMPLE 5""you know"""
"They have it on tape, beating him up.  ",(1h)HAVE ON FILM MOTORCYCLE ABUSE
"But, they still took LAPD's word against Rodney King's.",BUT STILL IX-3p:r TAKE fs-LAPD WORD AGAINST POSS-3p:s fs-RODNEY fs-KING BUT
"Really, I admit, I didn't want to bring up...","REALLY IX-1p ADMIT IX-1p 5""looking for words"" NOT-WANT BRING fs-UP 5""looking for words"""
...that I went to the bathroom in public--I didn't want that on the record. ,"PUBLIC (2h)THAT IX-1p TRUE-BUSINESS BATHROOM IN PUBLIC IX-1p 5""reluctant"" NOT-WANT ON RECORD"
"I would look bad, and plus...","IX-1p LOOK-LIKE BAD AND PLUS IX-1p 5""looking for words"""
"I was drinking underage, too.","UNDER fs-AGE DRINK SAME 5""that's the way it is"""
John finished reading the book.,fs-JOHN FINISH READ+ BOOK+
When did John finish reading the book?,fs-JOHN FINISH READ BOOK WHEN
When did John finish reading the book?,fs-JOHN FINISH READ BOOK WHEN
John has not yet finished reading the book.,fs-JOHN NOT-YET FINISH READ BOOK
When will John finish reading the book?,fs-JOHN FUTURE FINISH READ BOOK WHEN
When will John finish reading the book?,fs-JOHN FUTURE FINISH READ BOOK WHEN
Has John finished reading the book?,fs-JOHN FINISH READ+ BOOK
Did John finish reading the book?,fs-JOHN FINISH READ BOOK QMwg
"That book there, John (already) read it yesterday.",THAT:i BOOK IX-loc:i fs-JOHN FINISH READ YESTERDAY
"After class, John read the book.",AFTER CLASS fs-JOHN FINISH READ BOOK
"If the teacher requires it, John will read the book.",SUPPOSE TEACHER REQUIRE fs-JOHN FUTURE READ+ BOOK part:indef
"Did John read the book?  Yes, he already did.",fs-JOHN READ BOOK FINISH
What is John reading a book about?,"fs-JOHN READ BOOK ABOUT ""WHAT"""
What is John reading a book about?,"fs-JOHN READ BOOK ABOUT ""WHAT"""
What is John reading a book about?,"fs-JOHN READ BOOK ABOUT ""WHAT"""
"If John needs more information, he will read the book.",fs-JOHN NEED MORE INFORMATION FUTURE READ+ BOOK THUMB-IX-3p:i
"If John reads the book, he will know more about Lincoln's life.",fs-JOHN READ BOOK FUTURE KNOW MORE ABOUT ns-LINCOLN POSS-3p:i LIFE
"If John reads the book, he will know more about Lincoln's life.",fs-JOHN READ BOOK FUTURE KNOW MORE ABOUT ns-LINCOLN POSS-3p:j LIFE
"When John finds out there will be a test, he will panic and be compelled to read the book.","fs-JOHN FIND/FIND-OUT FUTURE EXAM (L)FUTURE (1h)DCL:B""hair on head raising"" PROCEED READ BOOK"
"When the teacher gives out the test, John will read the book.",TEACHER (2h)GIVE-indef EXAM IX-3p:i fs-JOHN FUTURE READ BOOK IX-loc:j
The student's father bought a house.,STUDENT POSS-3p:i FATHER BUY HOUSE
The student's mother bought a car.,STUDENT POSS-3p:i MOTHER BUY CAR
The student will buy his/her mother's car.,STUDENT FUTURE BUY POSS-3p:i MOTHER+ CAR
Which house will the student's father buy?,STUDENT POSS-3p:i FATHER FUTURE BUY WHICH HOUSE part:indef
Mother is reading a book.,MOTHER READ+ BOOK
Mother was reading a book.,MOTHER READ+ BOOK
Mother plans to read that book.,MOTHER PLAN READ THAT:i BOOK IX-3p:i
Will mother read that book?,MOTHER FUTURE READ THAT:i BOOK IX-3p:i QMwg
Has mother already read that book?,MOTHER FINISH READ IX-3p:i BOOK IX-3p:j QMwg
Mother should buy a car.,MOTHER SHOULD BUY CAR
Father should buy a book.,FATHER SHOULD BUY BOOK
Why should father buy that book?,FATHER SHOULD BUY THAT BOOK (Y)WHY
Mother should not have bought a car.   ,MOTHER SHOULD NOT BUY CAR part:indef
Why should mother buy a car?,MOTHER SHOULD BUY CAR (Y)WHY (1h)part:indef
I've never seen John's car.,IX-1p NEVER SEE fs-JOHN POSS-3p:j CAR part:indef
I've never seen John's car.,fs-JOHN POSS-3p:i CAR IX-1p NEVER SEE:j
"As for John's car, I've never seen (it).",fs-JOHN POSS-3p:i CAR IX-1p NEVER SEE:j
That (right over there) is John's car.,IX-3p:i fs-JOHN POSS-3p:j CAR
That (right over there) is John's father's car.,IX-3p:i fs-JOHN POSS-3p:j FATHER CAR
Is that John's father's car?,IX-3p:i fs-JOHN POSS-3p:j FATHER CAR QMwg
Whose car is that?,WHO CAR IX-3p:i POSS-3p:j WHO part:indef
That was John's car.,IX-3p:i FORMERLY POSS-3p:j fs-JOHN CAR
Father MUST give the car to John.,FATHER !MUST! GIFT:j CAR fs-JOHN part:indef
John's father must give a car to Mary.,fs-JOHN POSS-3p:i FATHER MUST GIFT:j CAR fs-MARY part:indef
John should give (his) father a car.,fs-JOHN (2h)SHOULD GIFT:j FATHER CAR part:indef
John will give (his) father a car.,fs-JOHN FUTURE GIFT:j FATHER CAR
Mother will buy a house.,MOTHER FUTURE BUY HOUSE
Mother will not buy a house.,MOTHER FUTURE NOT BUY HOUSE
Mother does not want to buy a house.,MOTHER NOT-WANT BUY HOUSE
How many books will John buy?,fs-JOHN FUTURE BUY HOW-MANY BOOK part:indef
How many books has John bought?,fs-JOHN FINISH BUY HOW-MANY BOOK part:indef
How many books does John want to buy?,fs-JOHN WANT BUY HOW-MANY BOOK part:indef
The teacher likes movies.,TEACHER LIKE MOVIE
"The teacher likes movies, but the students don't.",TEACHER LIKE MOVIE BUT STUDENT IX-3p-pl-arc NOT
The teacher does not like movies.,TEACHER NOT LIKE MOVIE
The teacher likes books but not movies.,TEACHER LIKE BOOK BUT NOT MOVIE
Does the teacher like movies?,TEACHER LIKE MOVIE QMwg
Does the teacher like movies?,TEACHER LIKE MOVIE QMwg
Mother bought a car and gave it to John.,MOTHER BUY CAR  GIFT:j fs-JOHN
John bought a car yesterday and gave it to (his) mother.,fs-JOHN BUY CAR YESTERDAY GIFT:j MOTHER
Mary bought (her) mother's car to give to John.,fs-MARY BUY MOTHER POSS-3p:i CAR GIFT:k fs-JOHN
"No, John did not buy (his) mother's car.",fs-JOHN NOT BUY MOTHER POSS-3p:i CAR
Mother did not buy the car for John.,MOTHER NOT BUY CAR FOR IX-3p:i fs-JOHN NOT
The student likes chocolate.,STUDENT LIKE CHOCOLATE
The teacher likes chocolate.,TEACHER LIKE CHOCOLATE
The students do not like chocolate.,STUDENT IX-3p-pl-arc NOT LIKE CHOCOLATE
The students don't like chocolate.,STUDENT IX-3p-pl-arc (Y)NOT-LIKE CHOCOLATE
Does the teacher like chocolate?,TEACHER LIKE CHOCOLATE QMwg
Why doesn't John like chocolate?,fs-JOHN NOT-LIKE CHOCOLATE (Y)WHY
How many books should the students read?,STUDENT SHOULD READ+ HOW-MANY BOOK part:indef
How many books WILL the students READ?,STUDENT FUTURE READ+ HOW-MANY BOOK part:indef
How many books have the students finished reading so far?,STUDENT UP-TO-NOW FINISH READ+ HOW-MANY BOOK+ part:indef
Mother gave John chocolate yesterday.,YESTERDAY MOTHER neu:GIVE:j fs-JOHN CHOCOLATE
John gave (his) mother chocolate.,fs-JOHN neu:GIVE:j MOTHER CHOCOLATE
John has just given (his) mother chocolate.,fs-JOHN NOW neu:GIVE:j MOTHER CHOCOLATE
Will John give (his) mother chocolate?,fs-JOHN FUTURE neu:GIVE:j MOTHER CHOCOLATE
Did mother already give John chocolate?,MOTHER FINISH neu:GIVE:j fs-JOHN CHOCOLATE QMwg
How many cars has the teacher bought so far?,TEACHER BUY++ HOW-MANY CAR UP-TO-NOW part:indef
How many cars has/have the student(s) bought so far?,STUDENT BUY+ HOW-MANY CAR UP-TO-NOW part:indef
Has the teacher bought many cars?,TEACHER BUY++ MANY CAR QMwg
How many cars will the student buy?,STUDENT FUTURE BUY HOW-MANY CAR
The student likes to eat chocolate but he/she doesn't like to read.,IX-3p:i STUDENT LIKE EAT CHOCOLATE BUT IX-3p:i (Y)NOT-LIKE READ+++
The student doesn't like to read but he/she likes to eat chocolate.,STUDENT IX-3p:i (Y)NOT-LIKE READ BUT IX-3p:i LIKE EAT CHOCOLATE
The teacher likes to read but he/she doesn't like movies.,TEACHER LIKE READ+ IX-3p:i (Y)NOT-LIKE MOVIE
Father likes John's house but doesn't like his car.                                                  ,FATHER LIKE fs-JOHN POSS-3p:i HOUSE NOT LIKE POSS-3p:i CAR
Father likes books and movies.,FATHER LIKE BOOK AND MOVIE
John likes his father's car and house.,fs-JOHN LIKE FATHER POSS-3p:i CAR AND HOUSE
John likes cars and books.,fs-JOHN LIKE CAR AND BOOK part:indef
The teacher finished reading the magazine so now she is going to read a book.,TEACHER FINISH READ+ MAGAZINE NOW SWITCH READ BOOK+
"When the teacher finishes reading the magazine, he/she will read a book.",TEACHER FINISH READ+ MAGAZINE FUTURE SWITCH READ BOOK+
The student has finished reading a book and is now watching a movie.,STUDENT FINISH READ BOOK NOW LOOK-AT+ MOVIE
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
Why shouldn't John buy a house?,fs-JOHN SHOULD NOT BUY HOUSE (Y)WHY
Mother likes the movie.,MOTHER LIKE IX-3p:i MOVIE
Mother likes that book.,MOTHER LIKE IX-3p:i BOOK
Mother does not like the movie.,MOTHER IX-3p:j NOT LIKE IX-3p:i MOVIE IX-3p:j
John will not like the movie.,fs-JOHN FUTURE^NOT LIKE IX-3p:i MOVIE IX-3p:i
Father will like that book there.,FATHER FUTURE LIKE THAT:i BOOK IX-loc:i
Will father like that book?,FATHER FUTURE LIKE THAT:i BOOK IX-loc:i QMwg
Father will like that book.,FATHER FUTURE LIKE THAT:i BOOK IX-loc:i
"As for father liking that book, will he?",FATHER LIKE THAT BOOK FUTURE QMwg
How many books did father give to John?,FATHER GIFT:j fs-JOHN HOW-MANY BOOK
How many cars did John give the teacher?,fs-JOHN GIFT:j TEACHER HOW-MANY CAR
How many books did the teacher give John?,TEACHER GIFT:j fs-JOHN HOW-MANY BOOK part:indef
The teacher is in the house there right now.,TEACHER NOW IN IX-3p:i HOUSE IX-loc:i
Is the teacher in that house?,TEACHER IN HOUSE IX-loc:i QMwg
Has the teacher been in the house before? ,TEACHER FINISH PAST IN HOUSE IX-loc:i QMwg
The teacher is not in the house.,TEACHER NOT IN HOUSE IX-loc:i
The student bought a car yesterday.,STUDENT BUY CAR YESTERDAY
Did the student buy a car yesterday?,STUDENT BUY CAR YESTERDAY QMwg
Did the teacher buy a house yesterday?,TEACHER BUY HOUSE YESTERDAY QMwg
Mother bought a book yesterday.,MOTHER BUY BOOK YESTERDAY
Mother bought one book yesterday.,MOTHER BUY ONE BOOK YESTERDAY
Mother bought one book yesterday.,MOTHER BUY ONE BOOK YESTERDAY
The teacher gave the student one book.,TEACHER neu:GIVE:i STUDENT ONE BOOK
The teacher gave each of the students one book.,TEACHER (2h)GIFT-3p-pl-arc STUDENT BOOK ONE-distributive-3p-pl-arc
The students contributed money to buy the teacher a book.,"STUDENT IX-loc-arc PCL:crvd-5""group-together"" PITCH-IN GIFT:j TEACHER BOOK"
Each of the students gave the teacher a book.,STUDENT EACH IX-loc-arc GIFT-distributive:i TEACHER BOOK
The teacher gave each student a book.,TEACHER GIFT-distributive-3p-pl-arc BOOK STUDENT
The students exchanged books.,STUDENT BOOK (2h)alt.GIVE-recip++
How many books did John buy?,fs-JOHN BUY BOOK (1h)HOW-MANY
How many books does John want to buy?,fs-JOHN WANT BUY BOOK HOW-MANY
The teacher likes movies.,TEACHER LIKE MOVIE
The teacher liked the movie but the student didn't.,TEACHER LIKE MOVIE IX-3p:i STUDENT NOT LIKE
The teacher doesn't like the movie.,TEACHER NOT LIKE MOVIE IX-loc:i
"The teacher likes books, but doesn't like movies.",TEACHER LIKE BOOK MOVIE NOT
"The teacher, does s/he like movies?",TEACHER IX-3p:i LIKE MOVIE IX-3p:i
Did the teacher like the movie that s/he saw?,TEACHER WATCH MOVIE LIKE part:indef
Mother bought a car and gave it to John.,MOTHER BUY CAR GIFT:j fs-JOHN
John bought a car yesterday and gave it to mother.,fs-JOHN BUY CAR YESTERDAY GIFT:j MOTHERwg
Mary bought her mother's car and gave it to John.,fs-MARY BUY POSS:i MOTHER CAR GIFT:k fs-JOHN
"Did John buy mother's car? No, he did not.",fs-JOHN BUY MOTHER CAR NOT
"Did mother buy a car for John? No, she did not.",MOTHER BUY CAR FOR fs-JOHN #NO
The student likes chocolate.,STUDENT LIKE CHOCOLATE
The teacher likes chocolate.,TEACHER LIKE CHOCOLATE
The student does not like chocolate. ,STUDENT NOT LIKE CHOCOLATE
Does the teacher like chocolate?,TEACHER LIKE CHOCOLATE
Why doesn't John like chocolate?,(25)WHY fs-JOHN NOT LIKE CHOCOLATE part:indef
Mother gave chocolate to John yesterday.,MOTHER GIFT:i CHOCOLATE IX-3p:i fs-JOHN YESTERDAY
